165500| 5.52e+02  3.03e-05  7.46e+02 -1.25e+09  5.51e-05  3.46e+03 
165750| 5.51e+02  3.00e-05  7.41e+02 -1.25e+09  5.51e-05  3.47e+03 
166000| 5.51e+02  2.99e-05  7.62e+02 -1.25e+09  5.51e-05  3.48e+03 
166250| 5.51e+02  3.01e-05  7.70e+02 -1.25e+09  5.51e-05  3.48e+03 
166500| 5.51e+02  3.02e-05  7.68e+02 -1.25e+09  5.51e-05  3.49e+03 
166750| 5.51e+02  2.97e-05  7.78e+02 -1.25e+09  5.51e-05  3.49e+03 
167000| 5.50e+02  3.01e-05  7.74e+02 -1.25e+09  5.51e-05  3.49e+03 
167250| 5.50e+02  3.06e-05  7.36e+02 -1.25e+09  5.51e-05  3.50e+03 
167500| 5.50e+02  2.99e-05  7.42e+02 -1.25e+09  5.51e-05  3.50e+03 
167750| 5.50e+02  3.00e-05  7.49e+02 -1.24e+09  5.51e-05  3.51e+03 
168000| 6.48e+05  4.58e+01  1.85e+03 -1.19e+09  5.51e-05  3.51e+03 
168250| 5.49e+02  2.97e-05  7.58e+02 -1.24e+09  5.51e-05  3.52e+03 
168500| 5.49e+02  2.95e-05  7.53e+02 -1.24e+09  5.51e-05  3.52e+03 
168750| 5.49e+02  3.03e-05  7.76e+02 -1.24e+09  5.51e-05  3.53e+03 
169000| 5.49e+02  2.96e-05  7.71e+02 -1.24e+09  5.51e-05  3.53e+03 
169250| 5.48e+02  2.94e-05  7.35e+02 -1.24e+09  5.51e-05  3.54e+03 
169500| 5.48e+02  2.91e-05  7.40e+02 -1.24e+09  5.51e-05  3.55e+03 
169750| 5.48e+02  2.92e-05  7.31e+02 -1.24e+09  5.51e-05  3.55e+03 
170000| 5.48e+02  2.96e-05  7.30e+02 -1.24e+09  5.51e-05  3.56e+03 
170250| 5.48e+02  2.93e-05  7.27e+02 -1.24e+09  5.51e-05  3.56e+03 
170500| 5.47e+02  2.90e-05  7.28e+02 -1.24e+09  5.51e-05  3.57e+03 
170750| 9.02e+05  6.47e+01  3.05e+03 -1.17e+09  5.51e-05  3.57e+03 
171000| 5.47e+02  2.93e-05  7.58e+02 -1.24e+09  5.51e-05  3.58e+03 
171250| 5.47e+02  2.94e-05  7.26e+02 -1.24e+09  5.51e-05  3.58e+03 
171500| 5.47e+02  2.92e-05  7.19e+02 -1.24e+09  5.51e-05  3.59e+03 
171750| 5.46e+02  2.90e-05  7.34e+02 -1.24e+09  5.51e-05  3.59e+03 
172000| 5.46e+02  2.91e-05  7.49e+02 -1.24e+09  5.51e-05  3.60e+03 
172250| 5.46e+02  2.87e-05  7.29e+02 -1.24e+09  5.51e-05  3.60e+03 
172500| 5.46e+02  2.92e-05  7.36e+02 -1.24e+09  5.51e-05  3.60e+03 
172750| 5.45e+02  2.94e-05  7.32e+02 -1.24e+09  5.51e-05  3.61e+03 
173000| 5.45e+02  2.85e-05  7.25e+02 -1.24e+09  5.51e-05  3.61e+03 
173250| 5.45e+02  2.92e-05  7.32e+02 -1.24e+09  5.51e-05  3.62e+03 
173500| 2.74e+07  1.51e+03  9.64e+03 -9.62e+08  5.51e-05  3.62e+03 
173750| 5.45e+02  2.88e-05  7.08e+02 -1.24e+09  5.51e-05  3.63e+03 
174000| 5.44e+02  2.88e-05  7.03e+02 -1.24e+09  5.51e-05  3.63e+03 
174250| 5.44e+02  2.85e-05  7.16e+02 -1.24e+09  5.51e-05  3.64e+03 
174500| 5.44e+02  2.90e-05  7.26e+02 -1.24e+09  5.51e-05  3.64e+03 
174750| 5.44e+02  2.92e-05  7.59e+02 -1.24e+09  5.51e-05  3.65e+03 
175000| 5.44e+02  2.92e-05  7.37e+02 -1.24e+09  5.51e-05  3.65e+03 
175250| 5.43e+02  2.84e-05  7.28e+02 -1.24e+09  5.51e-05  3.66e+03 
175500| 5.43e+02  2.90e-05  7.04e+02 -1.24e+09  5.51e-05  3.66e+03 
175750| 5.43e+02  2.90e-05  7.34e+02 -1.23e+09  5.51e-05  3.67e+03 
176000| 5.43e+02  2.87e-05  7.23e+02 -1.23e+09  5.51e-05  3.67e+03 
176250| 2.52e+07  1.39e+03  7.29e+03 -9.69e+08  5.51e-05  3.68e+03 
176500| 5.42e+02  2.85e-05  7.12e+02 -1.23e+09  5.51e-05  3.68e+03 
176750| 5.42e+02  2.85e-05  7.04e+02 -1.23e+09  5.51e-05  3.69e+03 
177000| 5.42e+02  2.84e-05  7.02e+02 -1.23e+09  5.51e-05  3.69e+03 
177250| 5.42e+02  2.86e-05  7.32e+02 -1.23e+09  5.51e-05  3.70e+03 
177500| 5.41e+02  2.84e-05  7.15e+02 -1.23e+09  5.51e-05  3.70e+03 
177750| 5.41e+02  2.91e-05  7.25e+02 -1.23e+09  5.51e-05  3.71e+03 
178000| 5.41e+02  2.85e-05  7.10e+02 -1.23e+09  5.51e-05  3.71e+03 
178250| 5.41e+02  2.84e-05  6.95e+02 -1.23e+09  5.51e-05  3.72e+03 
178500| 5.41e+02  2.86e-05  7.34e+02 -1.23e+09  5.51e-05  3.73e+03 
178750| 5.40e+02  2.83e-05  7.11e+02 -1.23e+09  5.51e-05  3.74e+03 
179000| 1.16e+06  8.44e+01  3.22e+03 -1.16e+09  5.51e-05  3.75e+03 
179250| 5.40e+02  2.85e-05  6.98e+02 -1.23e+09  5.51e-05  3.75e+03 
179500| 5.40e+02  2.80e-05  7.04e+02 -1.23e+09  5.51e-05  3.76e+03 
179750| 5.40e+02  2.79e-05  7.07e+02 -1.23e+09  5.51e-05  3.77e+03 
180000| 5.39e+02  2.83e-05  6.98e+02 -1.23e+09  5.51e-05  3.77e+03 
180250| 5.39e+02  2.80e-05  7.10e+02 -1.23e+09  5.51e-05  3.78e+03 
180500| 5.39e+02  2.80e-05  6.93e+02 -1.23e+09  5.51e-05  3.78e+03 
180750| 5.39e+02  2.79e-05  6.85e+02 -1.23e+09  5.51e-05  3.79e+03 
181000| 5.39e+02  2.77e-05  6.71e+02 -1.23e+09  5.51e-05  3.80e+03 
181250| 5.38e+02  2.79e-05  6.81e+02 -1.23e+09  5.51e-05  3.80e+03 
181500| 5.38e+02  2.78e-05  7.15e+02 -1.23e+09  5.51e-05  3.81e+03 
181750| 3.88e+05  2.79e+01  4.55e+03 -1.28e+09  5.51e-05  3.81e+03 
182000| 5.38e+02  2.80e-05  7.13e+02 -1.23e+09  5.51e-05  3.82e+03 
182250| 5.37e+02  2.81e-05  7.28e+02 -1.23e+09  5.51e-05  3.83e+03 
182500| 5.37e+02  2.77e-05  6.94e+02 -1.23e+09  5.51e-05  3.83e+03 
182750| 5.37e+02  2.77e-05  6.83e+02 -1.23e+09  5.51e-05  3.84e+03 
183000| 5.37e+02  2.75e-05  6.84e+02 -1.23e+09  5.51e-05  3.84e+03 
183250| 5.37e+02  2.77e-05  7.08e+02 -1.23e+09  5.51e-05  3.85e+03 
183500| 5.36e+02  2.83e-05  7.15e+02 -1.23e+09  5.51e-05  3.86e+03 
183750| 5.36e+02  2.75e-05  6.96e+02 -1.23e+09  5.51e-05  3.86e+03 
184000| 5.36e+02  2.77e-05  7.02e+02 -1.22e+09  5.51e-05  3.87e+03 
184250| 5.36e+02  2.73e-05  6.89e+02 -1.22e+09  5.51e-05  3.87e+03 
184500| 6.02e+06  4.69e+02  3.55e+04 -1.40e+09  5.51e-05  3.88e+03 
184750| 5.35e+02  2.68e-05  6.73e+02 -1.22e+09  5.51e-05  3.89e+03 
185000| 5.35e+02  2.70e-05  6.66e+02 -1.22e+09  5.51e-05  3.89e+03 
185250| 5.35e+02  2.74e-05  6.94e+02 -1.22e+09  5.51e-05  3.90e+03 
185500| 5.35e+02  2.74e-05  6.81e+02 -1.22e+09  5.51e-05  3.91e+03 
185750| 5.35e+02  2.72e-05  6.92e+02 -1.22e+09  5.51e-05  3.92e+03 
186000| 5.34e+02  2.69e-05  6.62e+02 -1.22e+09  5.51e-05  3.92e+03 
186250| 5.34e+02  2.68e-05  6.71e+02 -1.22e+09  5.51e-05  3.93e+03 
186500| 5.34e+02  2.70e-05  7.26e+02 -1.22e+09  5.51e-05  3.94e+03 
186750| 5.34e+02  2.70e-05  6.61e+02 -1.22e+09  5.51e-05  3.94e+03 
187000| 5.34e+02  2.71e-05  6.64e+02 -1.22e+09  5.51e-05  3.95e+03 
187250| 1.39e+07  1.08e+03  7.93e+03 -1.49e+09  5.51e-05  3.96e+03 
187500| 5.33e+02  2.71e-05  6.96e+02 -1.22e+09  5.51e-05  3.96e+03 
187750| 5.33e+02  2.72e-05  6.73e+02 -1.22e+09  5.51e-05  3.97e+03 
188000| 5.33e+02  2.68e-05  7.11e+02 -1.22e+09  5.51e-05  3.97e+03 
188250| 5.33e+02  2.68e-05  6.67e+02 -1.22e+09  5.51e-05  3.98e+03 
188500| 5.32e+02  2.67e-05  6.58e+02 -1.22e+09  5.51e-05  3.99e+03 
188750| 5.32e+02  2.70e-05  6.62e+02 -1.22e+09  5.51e-05  4.00e+03 
189000| 5.32e+02  2.68e-05  6.48e+02 -1.22e+09  5.51e-05  4.00e+03 
189250| 5.32e+02  2.67e-05  6.50e+02 -1.22e+09  5.51e-05  4.01e+03 
189500| 5.31e+02  2.69e-05  6.78e+02 -1.22e+09  5.51e-05  4.02e+03 
189750| 5.31e+02  2.69e-05  6.67e+02 -1.22e+09  5.51e-05  4.02e+03 
190000| 1.75e+07  9.63e+02  2.16e+04 -9.90e+08  5.51e-05  4.03e+03 
190250| 5.31e+02  2.67e-05  6.59e+02 -1.22e+09  5.51e-05  4.03e+03 
190500| 5.31e+02  2.60e-05  6.50e+02 -1.22e+09  5.51e-05  4.04e+03 
190750| 5.30e+02  2.65e-05  6.73e+02 -1.22e+09  5.51e-05  4.04e+03 
191000| 5.30e+02  2.69e-05  6.41e+02 -1.22e+09  5.51e-05  4.05e+03 
191250| 5.30e+02  2.64e-05  6.62e+02 -1.22e+09  5.51e-05  4.06e+03 
191500| 5.30e+02  2.61e-05  6.38e+02 -1.22e+09  5.51e-05  4.06e+03 
191750| 5.30e+02  2.61e-05  6.41e+02 -1.22e+09  5.51e-05  4.07e+03 
192000| 5.29e+02  2.64e-05  6.42e+02 -1.22e+09  5.51e-05  4.07e+03 
192250| 5.29e+02  2.58e-05  6.23e+02 -1.22e+09  5.51e-05  4.08e+03 
192500| 5.29e+02  2.65e-05  6.75e+02 -1.21e+09  5.51e-05  4.09e+03 
192750| 1.66e+09  9.16e+04  2.52e+09 -1.89e+09  5.51e-05  4.09e+03 
193000| 5.29e+02  2.64e-05  6.66e+02 -1.21e+09  5.51e-05  4.10e+03 
193250| 5.28e+02  2.67e-05  6.39e+02 -1.21e+09  5.51e-05  4.11e+03 
193500| 5.28e+02  2.61e-05  6.54e+02 -1.21e+09  5.51e-05  4.11e+03 
193750| 5.28e+02  2.69e-05  6.90e+02 -1.21e+09  5.51e-05  4.12e+03 
194000| 5.28e+02  2.61e-05  6.67e+02 -1.21e+09  5.51e-05  4.13e+03 
194250| 5.28e+02  2.61e-05  6.45e+02 -1.21e+09  5.51e-05  4.13e+03 
194500| 5.27e+02  2.60e-05  6.76e+02 -1.21e+09  5.51e-05  4.14e+03 
194750| 5.27e+02  2.59e-05  6.11e+02 -1.21e+09  5.51e-05  4.15e+03 
195000| 5.27e+02  2.65e-05  6.51e+02 -1.21e+09  5.51e-05  4.16e+03 
195250| 5.27e+02  2.58e-05  6.52e+02 -1.21e+09  5.51e-05  4.16e+03 
195500| 6.70e+05  4.89e+01  5.60e+03 -1.15e+09  5.51e-05  4.17e+03 
195750| 5.26e+02  2.55e-05  6.51e+02 -1.21e+09  5.51e-05  4.18e+03 
196000| 5.26e+02  2.56e-05  6.52e+02 -1.21e+09  5.51e-05  4.18e+03 
196250| 5.26e+02  2.62e-05  6.45e+02 -1.21e+09  5.51e-05  4.19e+03 
196500| 5.26e+02  2.59e-05  6.41e+02 -1.21e+09  5.51e-05  4.20e+03 
196750| 5.26e+02  2.58e-05  6.82e+02 -1.21e+09  5.51e-05  4.20e+03 
197000| 5.25e+02  2.58e-05  6.68e+02 -1.21e+09  5.51e-05  4.21e+03 
197250| 5.25e+02  2.59e-05  6.47e+02 -1.21e+09  5.51e-05  4.21e+03 
197500| 5.25e+02  2.59e-05  6.32e+02 -1.21e+09  5.51e-05  4.22e+03 
197750| 5.25e+02  2.63e-05  6.43e+02 -1.21e+09  5.51e-05  4.23e+03 
198000| 5.25e+02  2.60e-05  6.45e+02 -1.21e+09  5.51e-05  4.23e+03 
198250| 3.55e+07  1.96e+03  7.92e+03 -8.94e+08  5.51e-05  4.24e+03 
198500| 5.24e+02  2.58e-05  6.40e+02 -1.21e+09  5.51e-05  4.24e+03 
198750| 5.24e+02  2.62e-05  6.87e+02 -1.21e+09  5.51e-05  4.25e+03 
199000| 5.24e+02  2.54e-05  6.38e+02 -1.21e+09  5.51e-05  4.26e+03 
199250| 5.23e+02  2.57e-05  6.33e+02 -1.21e+09  5.51e-05  4.26e+03 
199500| 5.23e+02  2.56e-05  6.29e+02 -1.21e+09  5.51e-05  4.27e+03 
199750| 5.23e+02  2.53e-05  6.24e+02 -1.21e+09  5.51e-05  4.27e+03 
200000| 5.23e+02  2.58e-05  6.43e+02 -1.21e+09  5.51e-05  4.28e+03 
200250| 5.23e+02  2.53e-05  6.32e+02 -1.21e+09  5.51e-05  4.28e+03 
200500| 5.22e+02  2.53e-05  6.12e+02 -1.21e+09  5.51e-05  4.29e+03 
200750| 5.22e+02  2.51e-05  6.52e+02 -1.21e+09  5.51e-05  4.29e+03 
201000| 1.97e+06  1.46e+02  4.25e+03 -1.11e+09  5.51e-05  4.30e+03 
201250| 5.22e+02  2.50e-05  6.00e+02 -1.21e+09  5.51e-05  4.30e+03 
201500| 5.22e+02  2.50e-05  6.40e+02 -1.20e+09  5.51e-05  4.31e+03 
201750| 5.21e+02  2.56e-05  6.15e+02 -1.20e+09  5.51e-05  4.31e+03 
202000| 5.21e+02  2.50e-05  6.26e+02 -1.20e+09  5.51e-05  4.32e+03 
202250| 5.21e+02  2.57e-05  6.34e+02 -1.20e+09  5.51e-05  4.32e+03 
202500| 5.21e+02  2.50e-05  6.19e+02 -1.20e+09  5.51e-05  4.33e+03 
202750| 5.21e+02  2.52e-05  6.35e+02 -1.20e+09  5.51e-05  4.33e+03 
203000| 5.20e+02  2.50e-05  6.23e+02 -1.20e+09  5.51e-05  4.34e+03 
203250| 5.20e+02  2.50e-05  5.92e+02 -1.20e+09  5.51e-05  4.34e+03 
203500| 5.20e+02  2.47e-05  6.21e+02 -1.20e+09  5.51e-05  4.35e+03 
203750| 1.90e+06  1.40e+02  1.67e+04 -1.11e+09  5.51e-05  4.35e+03 
204000| 5.20e+02  2.51e-05  6.05e+02 -1.20e+09  5.51e-05  4.36e+03 
204250| 5.19e+02  2.46e-05  5.91e+02 -1.20e+09  5.51e-05  4.36e+03 
204500| 5.19e+02  2.46e-05  6.18e+02 -1.20e+09  5.51e-05  4.37e+03 
204750| 5.19e+02  2.43e-05  6.07e+02 -1.20e+09  5.51e-05  4.37e+03 
205000| 5.19e+02  2.50e-05  6.09e+02 -1.20e+09  5.51e-05  4.38e+03 
205250| 5.19e+02  2.49e-05  6.35e+02 -1.20e+09  5.51e-05  4.39e+03 
205500| 5.18e+02  2.47e-05  6.16e+02 -1.20e+09  5.51e-05  4.39e+03 
205750| 5.18e+02  2.43e-05  6.07e+02 -1.20e+09  5.51e-05  4.40e+03 
206000| 5.18e+02  2.45e-05  6.14e+02 -1.20e+09  5.51e-05  4.40e+03 
206250| 5.18e+02  2.47e-05  6.28e+02 -1.20e+09  5.51e-05  4.41e+03 
206500| 5.69e+07  3.14e+03  2.01e+04 -7.97e+08  5.51e-05  4.41e+03 
206750| 5.17e+02  2.45e-05  5.99e+02 -1.20e+09  5.51e-05  4.42e+03 
207000| 5.17e+02  2.45e-05  5.99e+02 -1.20e+09  5.51e-05  4.42e+03 
207250| 5.17e+02  2.40e-05  6.02e+02 -1.20e+09  5.51e-05  4.43e+03 
207500| 5.17e+02  2.43e-05  5.96e+02 -1.20e+09  5.51e-05  4.43e+03 
207750| 5.17e+02  2.46e-05  5.93e+02 -1.20e+09  5.51e-05  4.44e+03 
208000| 5.16e+02  2.46e-05  5.96e+02 -1.20e+09  5.51e-05  4.44e+03 
208250| 5.16e+02  2.46e-05  6.25e+02 -1.20e+09  5.51e-05  4.45e+03 
208500| 5.16e+02  2.44e-05  6.06e+02 -1.20e+09  5.51e-05  4.45e+03 
208750| 5.16e+02  2.46e-05  6.07e+02 -1.20e+09  5.51e-05  4.46e+03 
209000| 5.16e+02  2.45e-05  5.92e+02 -1.20e+09  5.51e-05  4.46e+03 
209250| 6.50e+05  4.77e+01  1.45e+04 -1.13e+09  5.51e-05  4.47e+03 
209500| 5.15e+02  2.43e-05  5.93e+02 -1.20e+09  5.51e-05  4.47e+03 
209750| 5.15e+02  2.41e-05  5.88e+02 -1.20e+09  5.51e-05  4.48e+03 
210000| 5.15e+02  2.45e-05  5.82e+02 -1.20e+09  5.51e-05  4.48e+03 
210250| 5.15e+02  2.46e-05  6.14e+02 -1.20e+09  5.51e-05  4.49e+03 
210500| 5.14e+02  2.41e-05  5.66e+02 -1.19e+09  5.51e-05  4.49e+03 
210750| 5.14e+02  2.40e-05  5.87e+02 -1.19e+09  5.51e-05  4.50e+03 
211000| 5.14e+02  2.44e-05  6.03e+02 -1.19e+09  5.51e-05  4.50e+03 
211250| 5.14e+02  2.40e-05  5.79e+02 -1.19e+09  5.51e-05  4.51e+03 
211500| 5.14e+02  2.40e-05  6.02e+02 -1.19e+09  5.51e-05  4.51e+03 
211750| 5.13e+02  2.37e-05  5.75e+02 -1.19e+09  5.51e-05  4.52e+03 
212000| 1.63e+05  1.17e+01  3.45e+04 -1.16e+09  5.51e-05  4.52e+03 
212250| 5.13e+02  2.39e-05  5.65e+02 -1.19e+09  5.51e-05  4.53e+03 
212500| 5.13e+02  2.34e-05  5.80e+02 -1.19e+09  5.51e-05  4.53e+03 
212750| 5.13e+02  2.39e-05  5.77e+02 -1.19e+09  5.51e-05  4.54e+03 
213000| 5.12e+02  2.36e-05  5.79e+02 -1.19e+09  5.51e-05  4.54e+03 
213250| 5.12e+02  2.36e-05  5.73e+02 -1.19e+09  5.51e-05  4.55e+03 
213500| 5.12e+02  2.35e-05  5.77e+02 -1.19e+09  5.51e-05  4.55e+03 
213750| 5.12e+02  2.39e-05  5.99e+02 -1.19e+09  5.51e-05  4.56e+03 
214000| 5.12e+02  2.39e-05  5.88e+02 -1.19e+09  5.51e-05  4.56e+03 
214250| 5.11e+02  2.36e-05  5.94e+02 -1.19e+09  5.51e-05  4.57e+03 
214500| 5.11e+02  2.34e-05  5.66e+02 -1.19e+09  5.51e-05  4.57e+03 
214750| 3.44e+05  2.51e+01  4.65e+03 -1.14e+09  5.51e-05  4.58e+03 
215000| 5.11e+02  2.40e-05  5.64e+02 -1.19e+09  5.51e-05  4.58e+03 
215250| 5.11e+02  2.36e-05  5.60e+02 -1.19e+09  5.51e-05  4.59e+03 
215500| 5.10e+02  2.34e-05  5.70e+02 -1.19e+09  5.51e-05  4.59e+03 
215750| 5.10e+02  2.34e-05  5.65e+02 -1.19e+09  5.51e-05  4.60e+03 
216000| 5.10e+02  2.35e-05  5.87e+02 -1.19e+09  5.51e-05  4.60e+03 
216250| 5.10e+02  2.34e-05  5.68e+02 -1.19e+09  5.51e-05  4.61e+03 
216500| 5.10e+02  2.35e-05  5.61e+02 -1.19e+09  5.51e-05  4.61e+03 
216750| 5.09e+02  2.37e-05  5.85e+02 -1.19e+09  5.51e-05  4.62e+03 
217000| 5.09e+02  2.35e-05  5.90e+02 -1.19e+09  5.51e-05  4.62e+03 
217250| 5.09e+02  2.36e-05  5.64e+02 -1.19e+09  5.51e-05  4.63e+03 
217500| 5.85e+07  3.44e+03  3.02e+03 -7.77e+08  5.51e-05  4.63e+03 
217750| 5.09e+02  2.37e-05  5.45e+02 -1.19e+09  5.51e-05  4.64e+03 
218000| 5.08e+02  2.34e-05  5.50e+02 -1.19e+09  5.51e-05  4.64e+03 
218250| 5.08e+02  2.32e-05  5.90e+02 -1.19e+09  5.51e-05  4.65e+03 
218500| 5.08e+02  2.35e-05  5.84e+02 -1.19e+09  5.51e-05  4.66e+03 
218750| 5.08e+02  2.34e-05  5.55e+02 -1.19e+09  5.51e-05  4.66e+03 
219000| 5.08e+02  2.31e-05  5.58e+02 -1.19e+09  5.51e-05  4.67e+03 
219250| 5.07e+02  2.27e-05  5.88e+02 -1.19e+09  5.51e-05  4.67e+03 
219500| 5.07e+02  2.31e-05  5.51e+02 -1.19e+09  5.51e-05  4.68e+03 
219750| 5.07e+02  2.32e-05  5.69e+02 -1.19e+09  5.51e-05  4.69e+03 
220000| 5.07e+02  2.31e-05  5.57e+02 -1.18e+09  5.51e-05  4.69e+03 
220250| 8.82e+07  5.99e+03  2.38e+04 -1.86e+09  5.51e-05  4.70e+03 
220500| 5.06e+02  2.32e-05  5.51e+02 -1.18e+09  5.51e-05  4.71e+03 
220750| 5.06e+02  2.27e-05  5.54e+02 -1.18e+09  5.51e-05  4.72e+03 
221000| 5.06e+02  2.24e-05  5.59e+02 -1.18e+09  5.51e-05  4.72e+03 
221250| 5.06e+02  2.26e-05  5.69e+02 -1.18e+09  5.51e-05  4.73e+03 
221500| 5.06e+02  2.24e-05  5.36e+02 -1.18e+09  5.51e-05  4.73e+03 
221750| 5.05e+02  2.30e-05  5.62e+02 -1.18e+09  5.51e-05  4.74e+03 
222000| 5.05e+02  2.28e-05  5.72e+02 -1.18e+09  5.51e-05  4.75e+03 
222250| 5.05e+02  2.28e-05  5.57e+02 -1.18e+09  5.51e-05  4.75e+03 
222500| 5.05e+02  2.28e-05  5.77e+02 -1.18e+09  5.51e-05  4.76e+03 
222750| 5.05e+02  2.26e-05  5.51e+02 -1.18e+09  5.51e-05  4.76e+03 
223000| 9.05e+06  4.99e+02  7.66e+03 -1.01e+09  5.51e-05  4.77e+03 
223250| 5.04e+02  2.27e-05  5.45e+02 -1.18e+09  5.51e-05  4.77e+03 
223500| 5.04e+02  2.25e-05  5.19e+02 -1.18e+09  5.51e-05  4.78e+03 
223750| 5.04e+02  2.25e-05  5.44e+02 -1.18e+09  5.51e-05  4.79e+03 
224000| 5.04e+02  2.26e-05  5.41e+02 -1.18e+09  5.51e-05  4.79e+03 
224250| 5.03e+02  2.28e-05  5.38e+02 -1.18e+09  5.51e-05  4.80e+03 
224500| 5.03e+02  2.27e-05  5.53e+02 -1.18e+09  5.51e-05  4.80e+03 
224750| 5.03e+02  2.20e-05  5.43e+02 -1.18e+09  5.51e-05  4.81e+03 
225000| 5.03e+02  2.27e-05  5.39e+02 -1.18e+09  5.51e-05  4.82e+03 
225250| 5.03e+02  2.24e-05  5.28e+02 -1.18e+09  5.51e-05  4.82e+03 
225500| 5.02e+02  2.25e-05  5.43e+02 -1.18e+09  5.51e-05  4.83e+03 
225750| 2.66e+08  1.99e+04  4.49e+04 -2.11e+08  5.51e-05  4.83e+03 
226000| 5.02e+02  2.23e-05  5.29e+02 -1.18e+09  5.51e-05  4.84e+03 
226250| 5.02e+02  2.19e-05  5.24e+02 -1.18e+09  5.51e-05  4.85e+03 
226500| 5.02e+02  2.23e-05  5.47e+02 -1.18e+09  5.51e-05  4.85e+03 
226750| 5.01e+02  2.25e-05  5.32e+02 -1.18e+09  5.51e-05  4.86e+03 
227000| 5.01e+02  2.18e-05  5.42e+02 -1.18e+09  5.51e-05  4.86e+03 
227250| 5.01e+02  2.20e-05  5.54e+02 -1.18e+09  5.51e-05  4.87e+03 
227500| 5.01e+02  2.18e-05  5.24e+02 -1.18e+09  5.51e-05  4.88e+03 
227750| 5.01e+02  2.23e-05  5.28e+02 -1.18e+09  5.51e-05  4.89e+03 
228000| 5.00e+02  2.27e-05  5.52e+02 -1.18e+09  5.51e-05  4.89e+03 
228250| 5.00e+02  2.20e-05  5.28e+02 -1.18e+09  5.51e-05  4.90e+03 
228500| 3.19e+05  2.43e+01  1.16e+04 -1.22e+09  5.51e-05  4.91e+03 
228750| 5.00e+02  2.19e-05  5.66e+02 -1.18e+09  5.51e-05  4.92e+03 
229000| 5.00e+02  2.23e-05  4.87e+02 -1.18e+09  5.51e-05  4.92e+03 
229250| 4.99e+02  2.17e-05  5.11e+02 -1.18e+09  5.51e-05  4.93e+03 
229500| 4.99e+02  2.18e-05  5.17e+02 -1.18e+09  5.51e-05  4.93e+03 
229750| 4.99e+02  2.15e-05  5.11e+02 -1.17e+09  5.51e-05  4.94e+03 
230000| 4.99e+02  2.17e-05  5.31e+02 -1.17e+09  5.51e-05  4.95e+03 
230250| 4.99e+02  2.20e-05  5.35e+02 -1.17e+09  5.51e-05  4.95e+03 
230500| 4.98e+02  2.19e-05  5.36e+02 -1.17e+09  5.51e-05  4.96e+03 
230750| 4.98e+02  2.18e-05  5.15e+02 -1.17e+09  5.51e-05  4.96e+03 
231000| 4.98e+02  2.16e-05  5.35e+02 -1.17e+09  5.51e-05  4.97e+03 
231250| 7.23e+06  5.63e+02  5.53e+04 -1.33e+09  5.51e-05  4.97e+03 
231500| 4.98e+02  2.21e-05  4.96e+02 -1.17e+09  5.51e-05  4.98e+03 
231750| 4.97e+02  2.17e-05  5.55e+02 -1.17e+09  5.51e-05  4.99e+03 
232000| 4.97e+02  2.22e-05  5.46e+02 -1.17e+09  5.51e-05  5.00e+03 
232250| 4.97e+02  2.17e-05  5.41e+02 -1.17e+09  5.51e-05  5.00e+03 
232500| 4.97e+02  2.15e-05  5.01e+02 -1.17e+09  5.51e-05  5.01e+03 
232750| 4.97e+02  2.13e-05  5.08e+02 -1.17e+09  5.51e-05  5.02e+03 
233000| 4.96e+02  2.15e-05  5.13e+02 -1.17e+09  5.51e-05  5.02e+03 
233250| 4.96e+02  2.14e-05  5.29e+02 -1.17e+09  5.51e-05  5.03e+03 
233500| 4.96e+02  2.11e-05  4.93e+02 -1.17e+09  5.51e-05  5.04e+03 
233750| 4.96e+02  2.18e-05  5.31e+02 -1.17e+09  5.51e-05  5.04e+03 
234000| 2.48e+04  1.67e+00  4.29e+04 -1.15e+09  5.51e-05  5.05e+03 
234250| 4.96e+02  2.14e-05  5.13e+02 -1.17e+09  5.51e-05  5.05e+03 
234500| 4.95e+02  2.17e-05  5.20e+02 -1.17e+09  5.51e-05  5.06e+03 
234750| 4.95e+02  2.14e-05  5.02e+02 -1.17e+09  5.51e-05  5.07e+03 
235000| 4.95e+02  2.16e-05  5.14e+02 -1.17e+09  5.51e-05  5.07e+03 
235250| 4.95e+02  2.15e-05  5.06e+02 -1.17e+09  5.51e-05  5.08e+03 
235500| 4.95e+02  2.16e-05  5.05e+02 -1.17e+09  5.51e-05  5.09e+03 
235750| 4.94e+02  2.17e-05  5.10e+02 -1.17e+09  5.51e-05  5.09e+03 
236000| 4.94e+02  2.16e-05  5.25e+02 -1.17e+09  5.51e-05  5.10e+03 
236250| 4.94e+02  2.16e-05  5.13e+02 -1.17e+09  5.51e-05  5.10e+03 
236500| 4.94e+02  2.17e-05  4.92e+02 -1.17e+09  5.51e-05  5.11e+03 
236750| 1.50e+07  1.17e+03  5.05e+03 -1.39e+09  5.51e-05  5.12e+03 
237000| 4.93e+02  2.09e-05  5.08e+02 -1.17e+09  5.51e-05  5.12e+03 
237250| 4.93e+02  2.14e-05  5.22e+02 -1.17e+09  5.51e-05  5.13e+03 
237500| 4.93e+02  2.11e-05  5.06e+02 -1.17e+09  5.51e-05  5.13e+03 
237750| 4.93e+02  2.09e-05  4.88e+02 -1.17e+09  5.51e-05  5.14e+03 
238000| 4.93e+02  2.12e-05  5.04e+02 -1.17e+09  5.51e-05  5.15e+03 
