283000| 4.13e+02  1.28e-05  2.98e+02 -8.45e+08  5.27e-05  5.11e+03 
283250| 4.12e+02  1.22e-05  3.00e+02 -8.45e+08  5.27e-05  5.11e+03 
283500| 4.12e+02  1.24e-05  3.04e+02 -8.45e+08  5.27e-05  5.11e+03 
283750| 4.12e+02  1.21e-05  3.13e+02 -8.45e+08  5.27e-05  5.12e+03 
284000| 4.12e+02  1.23e-05  3.02e+02 -8.45e+08  5.27e-05  5.12e+03 
284250| 4.12e+02  1.24e-05  2.99e+02 -8.44e+08  5.27e-05  5.12e+03 
284500| 4.12e+02  1.26e-05  3.11e+02 -8.44e+08  5.27e-05  5.13e+03 
284750| 4.11e+02  1.23e-05  2.91e+02 -8.44e+08  5.27e-05  5.13e+03 
285000| 1.16e+08  8.64e+03  6.49e+04 -1.38e+09  5.27e-05  5.14e+03 
285250| 4.11e+02  1.21e-05  2.87e+02 -8.44e+08  5.27e-05  5.14e+03 
285500| 4.11e+02  1.24e-05  3.05e+02 -8.44e+08  5.27e-05  5.14e+03 
285750| 4.11e+02  1.25e-05  3.03e+02 -8.44e+08  5.27e-05  5.15e+03 
286000| 4.11e+02  1.24e-05  2.97e+02 -8.44e+08  5.27e-05  5.15e+03 
286250| 4.10e+02  1.23e-05  2.95e+02 -8.43e+08  5.27e-05  5.16e+03 
286500| 4.10e+02  1.21e-05  2.93e+02 -8.43e+08  5.27e-05  5.16e+03 
286750| 4.10e+02  1.22e-05  2.91e+02 -8.43e+08  5.27e-05  5.16e+03 
287000| 4.10e+02  1.22e-05  2.82e+02 -8.43e+08  5.27e-05  5.17e+03 
287250| 4.10e+02  1.23e-05  2.84e+02 -8.43e+08  5.27e-05  5.17e+03 
287500| 4.10e+02  1.23e-05  2.94e+02 -8.43e+08  5.27e-05  5.17e+03 
287750| 1.98e+07  1.25e+03  2.47e+03 -7.40e+08  5.27e-05  5.18e+03 
288000| 4.09e+02  1.20e-05  2.87e+02 -8.42e+08  5.27e-05  5.18e+03 
288250| 4.09e+02  1.21e-05  2.92e+02 -8.42e+08  5.27e-05  5.19e+03 
288500| 4.09e+02  1.19e-05  2.78e+02 -8.42e+08  5.27e-05  5.19e+03 
288750| 4.09e+02  1.20e-05  2.74e+02 -8.42e+08  5.27e-05  5.19e+03 
289000| 4.09e+02  1.19e-05  2.85e+02 -8.42e+08  5.27e-05  5.20e+03 
289250| 4.09e+02  1.20e-05  2.79e+02 -8.42e+08  5.27e-05  5.20e+03 
289500| 4.08e+02  1.18e-05  2.88e+02 -8.42e+08  5.27e-05  5.20e+03 
289750| 4.08e+02  1.18e-05  2.85e+02 -8.42e+08  5.27e-05  5.21e+03 
290000| 4.08e+02  1.19e-05  2.76e+02 -8.41e+08  5.27e-05  5.21e+03 
290250| 4.08e+02  1.17e-05  2.84e+02 -8.41e+08  5.27e-05  5.22e+03 
290500| 2.32e+07  1.50e+03  8.76e+03 -7.27e+08  5.27e-05  5.22e+03 
290750| 4.08e+02  1.19e-05  2.84e+02 -8.41e+08  5.27e-05  5.22e+03 
291000| 4.07e+02  1.19e-05  2.84e+02 -8.41e+08  5.27e-05  5.23e+03 
291250| 4.07e+02  1.17e-05  2.71e+02 -8.41e+08  5.27e-05  5.23e+03 
291500| 4.07e+02  1.15e-05  2.74e+02 -8.41e+08  5.27e-05  5.23e+03 
291750| 4.07e+02  1.17e-05  2.80e+02 -8.40e+08  5.27e-05  5.24e+03 
292000| 4.07e+02  1.16e-05  2.83e+02 -8.40e+08  5.27e-05  5.24e+03 
292250| 4.07e+02  1.15e-05  2.69e+02 -8.40e+08  5.27e-05  5.25e+03 
292500| 4.06e+02  1.14e-05  2.75e+02 -8.40e+08  5.27e-05  5.25e+03 
292750| 4.06e+02  1.17e-05  2.63e+02 -8.40e+08  5.27e-05  5.25e+03 
293000| 4.06e+02  1.15e-05  2.79e+02 -8.40e+08  5.27e-05  5.26e+03 
293250| 2.31e+06  1.23e+02  9.44e+03 -8.93e+08  5.27e-05  5.26e+03 
293500| 4.06e+02  1.15e-05  2.73e+02 -8.40e+08  5.27e-05  5.27e+03 
293750| 4.06e+02  1.17e-05  2.74e+02 -8.39e+08  5.27e-05  5.27e+03 
294000| 4.05e+02  1.14e-05  2.68e+02 -8.39e+08  5.27e-05  5.27e+03 
294250| 4.05e+02  1.15e-05  2.68e+02 -8.39e+08  5.27e-05  5.28e+03 
294500| 4.05e+02  1.14e-05  2.64e+02 -8.39e+08  5.27e-05  5.28e+03 
294750| 4.05e+02  1.14e-05  2.62e+02 -8.39e+08  5.27e-05  5.28e+03 
295000| 4.05e+02  1.14e-05  2.60e+02 -8.39e+08  5.27e-05  5.29e+03 
295250| 4.05e+02  1.15e-05  2.86e+02 -8.39e+08  5.27e-05  5.29e+03 
295500| 4.04e+02  1.14e-05  2.68e+02 -8.39e+08  5.27e-05  5.30e+03 
295750| 4.04e+02  1.13e-05  2.61e+02 -8.38e+08  5.27e-05  5.30e+03 
296000| 1.48e+06  8.70e+01  2.50e+03 -8.12e+08  5.27e-05  5.30e+03 
296250| 4.04e+02  1.12e-05  2.74e+02 -8.38e+08  5.27e-05  5.31e+03 
296500| 4.04e+02  1.12e-05  2.63e+02 -8.38e+08  5.27e-05  5.31e+03 
296750| 4.04e+02  1.13e-05  2.71e+02 -8.38e+08  5.27e-05  5.31e+03 
297000| 4.03e+02  1.10e-05  2.50e+02 -8.38e+08  5.27e-05  5.32e+03 
297250| 4.03e+02  1.11e-05  2.67e+02 -8.38e+08  5.27e-05  5.32e+03 
297500| 4.03e+02  1.12e-05  2.66e+02 -8.38e+08  5.27e-05  5.33e+03 
297750| 4.03e+02  1.11e-05  2.72e+02 -8.37e+08  5.27e-05  5.33e+03 
298000| 4.03e+02  1.12e-05  2.64e+02 -8.37e+08  5.27e-05  5.33e+03 
298250| 4.03e+02  1.13e-05  2.68e+02 -8.37e+08  5.27e-05  5.34e+03 
298500| 4.03e+02  1.11e-05  2.66e+02 -8.37e+08  5.27e-05  5.34e+03 
298750| 9.61e+06  5.92e+02  3.62e+02 -7.68e+08  5.27e-05  5.35e+03 
299000| 4.02e+02  1.11e-05  2.69e+02 -8.37e+08  5.27e-05  5.35e+03 
299250| 4.02e+02  1.12e-05  2.59e+02 -8.37e+08  5.27e-05  5.35e+03 
299500| 4.02e+02  1.12e-05  2.68e+02 -8.37e+08  5.27e-05  5.36e+03 
299750| 4.02e+02  1.10e-05  2.62e+02 -8.36e+08  5.27e-05  5.36e+03 
300000| 4.02e+02  1.08e-05  2.60e+02 -8.36e+08  5.27e-05  5.36e+03 
300250| 4.01e+02  1.13e-05  2.62e+02 -8.36e+08  5.27e-05  5.37e+03 
300500| 4.01e+02  1.13e-05  2.67e+02 -8.36e+08  5.27e-05  5.37e+03 
300750| 4.01e+02  1.09e-05  2.60e+02 -8.36e+08  5.27e-05  5.38e+03 
301000| 4.01e+02  1.10e-05  2.59e+02 -8.36e+08  5.27e-05  5.38e+03 
301250| 4.01e+02  1.09e-05  2.69e+02 -8.36e+08  5.27e-05  5.38e+03 
301500| 5.09e+06  3.06e+02  1.65e+04 -7.87e+08  5.27e-05  5.39e+03 
301750| 4.00e+02  1.09e-05  2.56e+02 -8.35e+08  5.27e-05  5.39e+03 
302000| 4.00e+02  1.10e-05  2.57e+02 -8.35e+08  5.27e-05  5.39e+03 
302250| 4.00e+02  1.10e-05  2.60e+02 -8.35e+08  5.27e-05  5.40e+03 
302500| 4.00e+02  1.09e-05  2.42e+02 -8.35e+08  5.27e-05  5.40e+03 
302750| 4.00e+02  1.09e-05  2.58e+02 -8.35e+08  5.27e-05  5.41e+03 
303000| 4.00e+02  1.08e-05  2.55e+02 -8.35e+08  5.27e-05  5.41e+03 
303250| 3.99e+02  1.05e-05  2.41e+02 -8.35e+08  5.27e-05  5.41e+03 
303500| 3.99e+02  1.07e-05  2.43e+02 -8.35e+08  5.27e-05  5.42e+03 
303750| 3.99e+02  1.05e-05  2.46e+02 -8.34e+08  5.27e-05  5.42e+03 
304000| 3.99e+02  1.07e-05  2.53e+02 -8.34e+08  5.27e-05  5.42e+03 
304250| 1.25e+07  6.58e+02  2.95e+04 -9.59e+08  5.27e-05  5.43e+03 
304500| 3.99e+02  1.06e-05  2.47e+02 -8.34e+08  5.27e-05  5.43e+03 
304750| 3.98e+02  1.06e-05  2.45e+02 -8.34e+08  5.27e-05  5.44e+03 
305000| 3.98e+02  1.05e-05  2.38e+02 -8.34e+08  5.27e-05  5.44e+03 
305250| 3.98e+02  1.06e-05  2.46e+02 -8.34e+08  5.27e-05  5.44e+03 
305500| 3.98e+02  1.04e-05  2.39e+02 -8.34e+08  5.27e-05  5.45e+03 
305750| 3.98e+02  1.06e-05  2.49e+02 -8.33e+08  5.27e-05  5.45e+03 
306000| 3.98e+02  1.08e-05  2.48e+02 -8.33e+08  5.27e-05  5.45e+03 
306250| 3.97e+02  1.04e-05  2.49e+02 -8.33e+08  5.27e-05  5.46e+03 
306500| 3.97e+02  1.05e-05  2.43e+02 -8.33e+08  5.27e-05  5.46e+03 
306750| 3.97e+02  1.03e-05  2.45e+02 -8.33e+08  5.27e-05  5.47e+03 
307000| 6.53e+04  4.87e+00  3.32e+03 -8.47e+08  5.27e-05  5.47e+03 
307250| 3.97e+02  1.06e-05  2.48e+02 -8.33e+08  5.27e-05  5.47e+03 
307500| 3.97e+02  1.07e-05  2.53e+02 -8.33e+08  5.27e-05  5.48e+03 
307750| 3.96e+02  1.03e-05  2.43e+02 -8.32e+08  5.27e-05  5.48e+03 
308000| 3.96e+02  1.06e-05  2.49e+02 -8.32e+08  5.27e-05  5.48e+03 
308250| 3.96e+02  1.02e-05  2.47e+02 -8.32e+08  5.27e-05  5.49e+03 
308500| 3.96e+02  1.03e-05  2.32e+02 -8.32e+08  5.27e-05  5.49e+03 
308750| 3.96e+02  1.01e-05  2.39e+02 -8.32e+08  5.27e-05  5.50e+03 
309000| 3.96e+02  1.04e-05  2.51e+02 -8.32e+08  5.27e-05  5.50e+03 
309250| 3.95e+02  1.02e-05  2.33e+02 -8.32e+08  5.27e-05  5.50e+03 
309500| 3.95e+02  1.01e-05  2.26e+02 -8.32e+08  5.27e-05  5.51e+03 
309750| 3.72e+06  2.22e+02  1.82e+04 -7.91e+08  5.27e-05  5.51e+03 
310000| 3.95e+02  1.05e-05  2.50e+02 -8.31e+08  5.27e-05  5.51e+03 
310250| 3.95e+02  1.03e-05  2.35e+02 -8.31e+08  5.27e-05  5.52e+03 
310500| 3.95e+02  1.03e-05  2.38e+02 -8.31e+08  5.27e-05  5.52e+03 
310750| 3.94e+02  9.93e-06  2.32e+02 -8.31e+08  5.27e-05  5.53e+03 
311000| 3.94e+02  1.04e-05  2.38e+02 -8.31e+08  5.27e-05  5.53e+03 
311250| 3.94e+02  9.90e-06  2.14e+02 -8.31e+08  5.27e-05  5.53e+03 
311500| 3.94e+02  9.93e-06  2.38e+02 -8.31e+08  5.27e-05  5.54e+03 
311750| 3.94e+02  1.02e-05  2.26e+02 -8.31e+08  5.27e-05  5.54e+03 
312000| 3.94e+02  1.00e-05  2.34e+02 -8.30e+08  5.27e-05  5.54e+03 
312250| 3.93e+02  1.00e-05  2.28e+02 -8.30e+08  5.27e-05  5.55e+03 
312500| 6.50e+06  3.42e+02  2.20e+04 -9.17e+08  5.27e-05  5.55e+03 
312750| 3.93e+02  1.02e-05  2.40e+02 -8.30e+08  5.27e-05  5.56e+03 
313000| 3.93e+02  9.90e-06  2.21e+02 -8.30e+08  5.27e-05  5.56e+03 
313250| 3.93e+02  9.82e-06  2.30e+02 -8.30e+08  5.27e-05  5.56e+03 
313500| 3.93e+02  9.66e-06  2.18e+02 -8.30e+08  5.27e-05  5.57e+03 
313750| 3.92e+02  9.79e-06  2.17e+02 -8.30e+08  5.27e-05  5.57e+03 
314000| 3.92e+02  9.87e-06  2.37e+02 -8.29e+08  5.27e-05  5.58e+03 
314250| 3.92e+02  9.72e-06  2.19e+02 -8.29e+08  5.27e-05  5.58e+03 
314500| 3.92e+02  9.70e-06  2.27e+02 -8.29e+08  5.27e-05  5.58e+03 
314750| 3.92e+02  9.88e-06  2.21e+02 -8.29e+08  5.27e-05  5.59e+03 
315000| 3.92e+02  9.77e-06  2.44e+02 -8.29e+08  5.27e-05  5.59e+03 
315250| 6.19e+07  4.15e+03  9.16e+04 -6.21e+08  5.27e-05  5.59e+03 
315500| 3.91e+02  9.79e-06  2.20e+02 -8.29e+08  5.27e-05  5.60e+03 
315750| 3.91e+02  9.85e-06  2.25e+02 -8.29e+08  5.27e-05  5.60e+03 
316000| 3.91e+02  9.85e-06  2.24e+02 -8.29e+08  5.27e-05  5.61e+03 
316250| 3.91e+02  9.68e-06  2.38e+02 -8.28e+08  5.27e-05  5.61e+03 
316500| 3.90e+02  9.76e-06  2.30e+02 -8.28e+08  5.27e-05  5.61e+03 
316750| 3.90e+02  9.59e-06  2.20e+02 -8.28e+08  5.27e-05  5.62e+03 
317000| 3.90e+02  9.55e-06  2.14e+02 -8.28e+08  5.27e-05  5.62e+03 
317250| 3.90e+02  9.41e-06  2.22e+02 -8.28e+08  5.27e-05  5.62e+03 
317500| 3.90e+02  9.50e-06  2.21e+02 -8.28e+08  5.27e-05  5.63e+03 
317750| 3.90e+02  9.32e-06  2.08e+02 -8.28e+08  5.27e-05  5.63e+03 
318000| 4.28e+07  3.19e+03  1.87e+04 -1.10e+09  5.27e-05  5.63e+03 
318250| 3.89e+02  9.64e-06  2.13e+02 -8.27e+08  5.27e-05  5.64e+03 
318500| 3.89e+02  9.32e-06  2.22e+02 -8.27e+08  5.27e-05  5.64e+03 
318750| 3.89e+02  9.65e-06  2.28e+02 -8.27e+08  5.27e-05  5.65e+03 
319000| 3.89e+02  9.35e-06  2.23e+02 -8.27e+08  5.27e-05  5.65e+03 
319250| 3.89e+02  9.20e-06  2.06e+02 -8.27e+08  5.27e-05  5.65e+03 
319500| 3.88e+02  9.51e-06  2.10e+02 -8.27e+08  5.27e-05  5.66e+03 
319750| 3.88e+02  9.52e-06  2.15e+02 -8.27e+08  5.27e-05  5.66e+03 
320000| 3.88e+02  9.69e-06  2.21e+02 -8.27e+08  5.27e-05  5.67e+03 
320250| 3.88e+02  9.28e-06  2.14e+02 -8.27e+08  5.27e-05  5.67e+03 
320500| 3.88e+02  9.23e-06  1.98e+02 -8.26e+08  5.27e-05  5.67e+03 
320750| 8.15e+06  5.12e+02  8.48e+03 -7.64e+08  5.27e-05  5.68e+03 
321000| 3.87e+02  9.35e-06  2.14e+02 -8.26e+08  5.27e-05  5.68e+03 
321250| 3.87e+02  9.18e-06  2.12e+02 -8.26e+08  5.27e-05  5.68e+03 
321500| 3.87e+02  9.19e-06  2.01e+02 -8.26e+08  5.27e-05  5.69e+03 
321750| 3.87e+02  9.19e-06  2.03e+02 -8.26e+08  5.27e-05  5.69e+03 
322000| 3.87e+02  9.58e-06  2.17e+02 -8.26e+08  5.27e-05  5.70e+03 
322250| 3.87e+02  9.29e-06  2.18e+02 -8.26e+08  5.27e-05  5.70e+03 
322500| 3.86e+02  9.39e-06  2.15e+02 -8.25e+08  5.27e-05  5.70e+03 
322750| 3.86e+02  9.20e-06  2.00e+02 -8.25e+08  5.27e-05  5.71e+03 
323000| 3.86e+02  9.25e-06  2.14e+02 -8.25e+08  5.27e-05  5.71e+03 
323250| 3.86e+02  9.37e-06  2.19e+02 -8.25e+08  5.27e-05  5.71e+03 
323500| 2.56e+07  1.90e+03  1.97e+03 -7.00e+08  5.27e-05  5.72e+03 
323750| 3.86e+02  9.34e-06  2.18e+02 -8.25e+08  5.27e-05  5.72e+03 
324000| 3.85e+02  9.07e-06  2.08e+02 -8.25e+08  5.27e-05  5.73e+03 
324250| 3.85e+02  9.02e-06  2.05e+02 -8.25e+08  5.27e-05  5.73e+03 
324500| 3.85e+02  9.40e-06  2.05e+02 -8.25e+08  5.27e-05  5.73e+03 
324750| 3.85e+02  8.88e-06  2.00e+02 -8.24e+08  5.27e-05  5.74e+03 
325000| 3.85e+02  9.13e-06  2.16e+02 -8.24e+08  5.27e-05  5.74e+03 
325250| 3.84e+02  9.06e-06  2.13e+02 -8.24e+08  5.27e-05  5.75e+03 
325500| 3.84e+02  8.96e-06  1.95e+02 -8.24e+08  5.27e-05  5.75e+03 
325750| 3.84e+02  8.96e-06  1.95e+02 -8.24e+08  5.27e-05  5.75e+03 
326000| 3.84e+02  9.02e-06  2.09e+02 -8.24e+08  5.27e-05  5.76e+03 
326250| 3.33e+07  2.47e+03  2.57e+04 -6.79e+08  5.27e-05  5.76e+03 
326500| 3.84e+02  8.84e-06  1.94e+02 -8.24e+08  5.27e-05  5.76e+03 
326750| 3.83e+02  9.09e-06  2.06e+02 -8.24e+08  5.27e-05  5.77e+03 
327000| 3.83e+02  8.81e-06  1.87e+02 -8.23e+08  5.27e-05  5.77e+03 
327250| 3.83e+02  8.74e-06  1.98e+02 -8.23e+08  5.27e-05  5.78e+03 
327500| 3.83e+02  8.99e-06  1.95e+02 -8.23e+08  5.27e-05  5.78e+03 
327750| 3.83e+02  8.72e-06  1.79e+02 -8.23e+08  5.27e-05  5.78e+03 
328000| 3.82e+02  8.52e-06  1.94e+02 -8.23e+08  5.27e-05  5.79e+03 
328250| 3.82e+02  8.74e-06  1.90e+02 -8.23e+08  5.27e-05  5.79e+03 
328500| 3.82e+02  8.94e-06  2.06e+02 -8.23e+08  5.27e-05  5.79e+03 
328750| 3.82e+02  8.60e-06  1.95e+02 -8.23e+08  5.27e-05  5.80e+03 
329000| 6.89e+06  4.43e+02  8.63e+03 -7.62e+08  5.27e-05  5.80e+03 
329250| 3.81e+02  8.93e-06  1.99e+02 -8.22e+08  5.27e-05  5.81e+03 
329500| 3.81e+02  8.78e-06  1.87e+02 -8.22e+08  5.27e-05  5.81e+03 
329750| 3.81e+02  8.59e-06  1.92e+02 -8.22e+08  5.27e-05  5.81e+03 
330000| 3.81e+02  8.64e-06  1.80e+02 -8.22e+08  5.27e-05  5.82e+03 
330250| 3.81e+02  8.67e-06  1.93e+02 -8.22e+08  5.27e-05  5.82e+03 
330500| 3.80e+02  8.31e-06  1.75e+02 -8.22e+08  5.27e-05  5.82e+03 
330750| 3.80e+02  8.71e-06  1.90e+02 -8.22e+08  5.27e-05  5.83e+03 
331000| 3.80e+02  8.69e-06  2.04e+02 -8.22e+08  5.27e-05  5.83e+03 
331250| 3.80e+02  8.81e-06  1.97e+02 -8.22e+08  5.27e-05  5.84e+03 
331500| 3.80e+02  8.48e-06  1.91e+02 -8.21e+08  5.27e-05  5.84e+03 
331750| 5.07e+06  3.31e+02  1.57e+04 -7.67e+08  5.27e-05  5.84e+03 
332000| 3.79e+02  8.52e-06  1.80e+02 -8.21e+08  5.27e-05  5.85e+03 
332250| 3.79e+02  8.68e-06  1.99e+02 -8.21e+08  5.27e-05  5.85e+03 
332500| 3.79e+02  8.45e-06  1.83e+02 -8.21e+08  5.27e-05  5.85e+03 
332750| 3.79e+02  8.52e-06  1.92e+02 -8.21e+08  5.27e-05  5.86e+03 
333000| 3.79e+02  8.55e-06  1.93e+02 -8.21e+08  5.27e-05  5.86e+03 
333250| 3.78e+02  8.45e-06  1.86e+02 -8.21e+08  5.27e-05  5.87e+03 
333500| 3.78e+02  8.29e-06  1.90e+02 -8.21e+08  5.27e-05  5.87e+03 
333750| 3.78e+02  8.22e-06  1.81e+02 -8.20e+08  5.27e-05  5.87e+03 
334000| 3.78e+02  8.24e-06  1.85e+02 -8.20e+08  5.27e-05  5.88e+03 
334250| 3.78e+02  8.41e-06  1.76e+02 -8.20e+08  5.27e-05  5.88e+03 
334500| 1.63e+06  9.74e+01  5.72e+04 -8.62e+08  5.27e-05  5.88e+03 
334750| 3.77e+02  8.12e-06  1.80e+02 -8.20e+08  5.27e-05  5.89e+03 
335000| 3.77e+02  8.21e-06  1.92e+02 -8.20e+08  5.27e-05  5.89e+03 
335250| 3.77e+02  8.03e-06  1.74e+02 -8.20e+08  5.27e-05  5.90e+03 
335500| 3.77e+02  8.04e-06  1.67e+02 -8.20e+08  5.27e-05  5.90e+03 
335750| 3.77e+02  8.23e-06  1.65e+02 -8.20e+08  5.27e-05  5.90e+03 
336000| 3.77e+02  8.26e-06  1.78e+02 -8.19e+08  5.27e-05  5.91e+03 
336250| 3.76e+02  8.17e-06  1.82e+02 -8.19e+08  5.27e-05  5.91e+03 
336500| 3.76e+02  8.15e-06  1.81e+02 -8.19e+08  5.27e-05  5.91e+03 
336750| 3.76e+02  8.05e-06  1.86e+02 -8.19e+08  5.27e-05  5.92e+03 
337000| 3.76e+02  8.29e-06  1.88e+02 -8.19e+08  5.27e-05  5.92e+03 
337250| 4.67e+08  2.46e+04  6.78e+03 -1.78e+09  5.27e-05  5.93e+03 
337500| 3.76e+02  8.18e-06  1.80e+02 -8.19e+08  5.27e-05  5.93e+03 
337750| 3.75e+02  7.95e-06  1.91e+02 -8.19e+08  5.27e-05  5.93e+03 
338000| 3.75e+02  7.98e-06  1.80e+02 -8.19e+08  5.27e-05  5.94e+03 
338250| 3.75e+02  8.12e-06  1.84e+02 -8.19e+08  5.27e-05  5.94e+03 
338500| 3.75e+02  8.18e-06  1.79e+02 -8.18e+08  5.27e-05  5.95e+03 
338750| 3.75e+02  8.07e-06  1.70e+02 -8.18e+08  5.27e-05  5.95e+03 
339000| 3.75e+02  8.04e-06  1.75e+02 -8.18e+08  5.27e-05  5.95e+03 
339250| 3.74e+02  7.99e-06  1.69e+02 -8.18e+08  5.27e-05  5.96e+03 
339500| 3.74e+02  7.82e-06  1.72e+02 -8.18e+08  5.27e-05  5.96e+03 
339750| 3.74e+02  8.11e-06  1.78e+02 -8.18e+08  5.27e-05  5.96e+03 
340000| 1.54e+07  9.46e+02  1.86e+04 -9.54e+08  5.27e-05  5.97e+03 
340250| 3.74e+02  8.11e-06  1.71e+02 -8.18e+08  5.27e-05  5.97e+03 
340500| 3.74e+02  7.92e-06  1.77e+02 -8.18e+08  5.27e-05  5.98e+03 
340750| 3.74e+02  7.80e-06  1.60e+02 -8.17e+08  5.27e-05  5.98e+03 
341000| 3.73e+02  7.79e-06  1.72e+02 -8.17e+08  5.27e-05  5.98e+03 
341250| 3.73e+02  7.71e-06  1.74e+02 -8.17e+08  5.27e-05  5.99e+03 
341500| 3.73e+02  7.73e-06  1.72e+02 -8.17e+08  5.27e-05  5.99e+03 
341750| 3.73e+02  7.87e-06  1.78e+02 -8.17e+08  5.27e-05  5.99e+03 
342000| 3.73e+02  7.88e-06  1.57e+02 -8.17e+08  5.27e-05  6.00e+03 
342250| 3.73e+02  8.02e-06  1.84e+02 -8.17e+08  5.27e-05  6.00e+03 
342500| 3.72e+02  8.01e-06  1.65e+02 -8.17e+08  5.27e-05  6.01e+03 
342750| 2.39e+07  1.78e+03  1.82e+03 -7.01e+08  5.27e-05  6.01e+03 
343000| 3.72e+02  7.93e-06  1.75e+02 -8.17e+08  5.27e-05  6.01e+03 
343250| 3.72e+02  7.64e-06  1.48e+02 -8.16e+08  5.27e-05  6.02e+03 
343500| 3.72e+02  7.75e-06  1.71e+02 -8.16e+08  5.27e-05  6.02e+03 
343750| 3.72e+02  7.56e-06  1.61e+02 -8.16e+08  5.27e-05  6.02e+03 
344000| 3.71e+02  7.55e-06  1.60e+02 -8.16e+08  5.27e-05  6.03e+03 
344250| 3.71e+02  7.75e-06  1.54e+02 -8.16e+08  5.27e-05  6.03e+03 
344500| 3.71e+02  7.56e-06  1.70e+02 -8.16e+08  5.27e-05  6.04e+03 
344750| 3.71e+02  7.30e-06  1.55e+02 -8.16e+08  5.27e-05  6.04e+03 
345000| 3.71e+02  7.42e-06  1.69e+02 -8.16e+08  5.27e-05  6.04e+03 
345250| 3.71e+02  7.41e-06  1.66e+02 -8.16e+08  5.27e-05  6.05e+03 
345500| 3.55e+06  2.41e+02  1.46e+04 -7.67e+08  5.27e-05  6.05e+03 
345750| 3.70e+02  7.63e-06  1.63e+02 -8.15e+08  5.27e-05  6.05e+03 
346000| 3.70e+02  7.47e-06  1.53e+02 -8.15e+08  5.27e-05  6.06e+03 
346250| 3.70e+02  7.55e-06  1.58e+02 -8.15e+08  5.27e-05  6.06e+03 
346500| 3.70e+02  7.62e-06  1.56e+02 -8.15e+08  5.27e-05  6.07e+03 
346750| 3.70e+02  7.66e-06  1.60e+02 -8.15e+08  5.27e-05  6.07e+03 
347000| 3.70e+02  7.40e-06  1.46e+02 -8.15e+08  5.27e-05  6.07e+03 
347250| 3.69e+02  7.53e-06  1.64e+02 -8.15e+08  5.27e-05  6.08e+03 
347500| 3.69e+02  7.42e-06  1.56e+02 -8.15e+08  5.27e-05  6.08e+03 
347750| 3.69e+02  7.30e-06  1.60e+02 -8.15e+08  5.27e-05  6.09e+03 
348000| 3.69e+02  7.43e-06  1.66e+02 -8.14e+08  5.27e-05  6.09e+03 
348250| 4.88e+06  3.63e+02  1.34e+04 -7.59e+08  5.27e-05  6.09e+03 
348500| 3.69e+02  7.38e-06  1.61e+02 -8.14e+08  5.27e-05  6.10e+03 
348750| 3.68e+02  7.55e-06  1.64e+02 -8.14e+08  5.27e-05  6.10e+03 
349000| 3.68e+02  7.40e-06  1.50e+02 -8.14e+08  5.27e-05  6.10e+03 
349250| 3.68e+02  7.48e-06  1.51e+02 -8.14e+08  5.27e-05  6.11e+03 
349500| 3.68e+02  7.27e-06  1.63e+02 -8.14e+08  5.27e-05  6.11e+03 
349750| 3.68e+02  7.39e-06  1.52e+02 -8.14e+08  5.27e-05  6.12e+03 
350000| 3.68e+02  7.10e-06  1.53e+02 -8.14e+08  5.27e-05  6.12e+03 
350250| 3.68e+02  7.13e-06  1.54e+02 -8.14e+08  5.27e-05  6.12e+03 
350500| 3.67e+02  7.32e-06  1.60e+02 -8.13e+08  5.27e-05  6.13e+03 
350750| 3.67e+02  7.27e-06  1.68e+02 -8.13e+08  5.27e-05  6.13e+03 
351000| 3.64e+07  2.71e+03  7.48e+03 -6.65e+08  5.27e-05  6.13e+03 
351250| 3.67e+02  7.23e-06  1.50e+02 -8.13e+08  5.27e-05  6.14e+03 
351500| 3.67e+02  7.05e-06  1.48e+02 -8.13e+08  5.27e-05  6.14e+03 
351750| 3.67e+02  7.25e-06  1.65e+02 -8.13e+08  5.27e-05  6.15e+03 
352000| 3.66e+02  7.16e-06  1.46e+02 -8.13e+08  5.27e-05  6.15e+03 
352250| 3.66e+02  7.29e-06  1.55e+02 -8.13e+08  5.27e-05  6.15e+03 
352500| 3.66e+02  7.08e-06  1.33e+02 -8.13e+08  5.27e-05  6.16e+03 
352750| 3.66e+02  7.09e-06  1.31e+02 -8.12e+08  5.27e-05  6.16e+03 
353000| 3.66e+02  7.26e-06  1.46e+02 -8.12e+08  5.27e-05  6.17e+03 
353250| 3.66e+02  7.34e-06  1.50e+02 -8.12e+08  5.27e-05  6.17e+03 
353500| 3.65e+02  6.92e-06  1.47e+02 -8.12e+08  5.27e-05  6.17e+03 
353750| 1.64e+06  9.53e+01  1.43e+04 -8.50e+08  5.27e-05  6.18e+03 
354000| 3.65e+02  7.06e-06  1.44e+02 -8.12e+08  5.27e-05  6.18e+03 
354250| 3.65e+02  7.24e-06  1.41e+02 -8.12e+08  5.27e-05  6.18e+03 
354500| 3.65e+02  6.87e-06  1.44e+02 -8.12e+08  5.27e-05  6.19e+03 
354750| 3.65e+02  7.17e-06  1.47e+02 -8.12e+08  5.27e-05  6.19e+03 
355000| 3.65e+02  7.23e-06  1.44e+02 -8.12e+08  5.27e-05  6.20e+03 
355250| 3.64e+02  6.95e-06  1.37e+02 -8.11e+08  5.27e-05  6.20e+03 
355500| 3.64e+02  7.08e-06  1.38e+02 -8.11e+08  5.27e-05  6.20e+03 
