 65500| 6.41e+02  5.70e-05  1.72e+03 -1.05e+09  5.27e-05  1.73e+03 
 65750| 6.40e+02  5.69e-05  1.71e+03 -1.05e+09  5.27e-05  1.73e+03 
 66000| 6.39e+02  5.71e-05  1.73e+03 -1.05e+09  5.27e-05  1.74e+03 
 66250| 6.37e+02  5.64e-05  1.70e+03 -1.05e+09  5.27e-05  1.75e+03 
 66500| 6.36e+02  5.63e-05  1.68e+03 -1.05e+09  5.27e-05  1.75e+03 
 66750| 4.92e+04  3.67e+00  1.43e+04 -1.03e+09  5.27e-05  1.76e+03 
 67000| 6.33e+02  5.59e-05  1.69e+03 -1.05e+09  5.27e-05  1.77e+03 
 67250| 6.32e+02  5.60e-05  1.69e+03 -1.05e+09  5.27e-05  1.77e+03 
 67500| 6.31e+02  5.59e-05  1.66e+03 -1.05e+09  5.27e-05  1.78e+03 
 67750| 6.29e+02  5.56e-05  1.68e+03 -1.05e+09  5.27e-05  1.78e+03 
 68000| 6.28e+02  5.53e-05  1.69e+03 -1.05e+09  5.27e-05  1.79e+03 
 68250| 6.27e+02  5.55e-05  1.67e+03 -1.05e+09  5.27e-05  1.79e+03 
 68500| 6.25e+02  5.54e-05  1.67e+03 -1.05e+09  5.27e-05  1.80e+03 
 68750| 6.24e+02  5.53e-05  1.65e+03 -1.05e+09  5.27e-05  1.80e+03 
 69000| 6.22e+02  5.50e-05  1.63e+03 -1.05e+09  5.27e-05  1.80e+03 
 69250| 6.21e+02  5.48e-05  1.64e+03 -1.05e+09  5.27e-05  1.81e+03 
 69500| 3.78e+06  2.19e+02  9.19e+03 -1.17e+09  5.27e-05  1.81e+03 
 69750| 6.18e+02  5.43e-05  1.64e+03 -1.05e+09  5.27e-05  1.81e+03 
 70000| 6.17e+02  5.45e-05  1.64e+03 -1.05e+09  5.27e-05  1.82e+03 
 70250| 6.16e+02  5.46e-05  1.65e+03 -1.04e+09  5.27e-05  1.82e+03 
 70500| 6.14e+02  5.41e-05  1.63e+03 -1.04e+09  5.27e-05  1.83e+03 
 70750| 6.13e+02  5.38e-05  1.63e+03 -1.04e+09  5.27e-05  1.83e+03 
 71000| 6.11e+02  5.37e-05  1.60e+03 -1.04e+09  5.27e-05  1.83e+03 
 71250| 6.10e+02  5.41e-05  1.63e+03 -1.04e+09  5.27e-05  1.84e+03 
 71500| 6.09e+02  5.33e-05  1.62e+03 -1.04e+09  5.27e-05  1.84e+03 
 71750| 6.07e+02  5.36e-05  1.61e+03 -1.04e+09  5.27e-05  1.85e+03 
 72000| 6.06e+02  5.33e-05  1.61e+03 -1.04e+09  5.27e-05  1.85e+03 
 72250| 1.01e+07  7.50e+02  9.84e+04 -8.69e+08  5.27e-05  1.85e+03 
 72500| 6.03e+02  5.33e-05  1.59e+03 -1.04e+09  5.27e-05  1.86e+03 
 72750| 6.02e+02  5.26e-05  1.58e+03 -1.04e+09  5.27e-05  1.86e+03 
 73000| 6.01e+02  5.32e-05  1.59e+03 -1.04e+09  5.27e-05  1.87e+03 
 73250| 5.99e+02  5.24e-05  1.57e+03 -1.04e+09  5.27e-05  1.87e+03 
 73500| 5.98e+02  5.29e-05  1.59e+03 -1.04e+09  5.27e-05  1.87e+03 
 73750| 5.97e+02  5.27e-05  1.58e+03 -1.04e+09  5.27e-05  1.88e+03 
 74000| 5.95e+02  5.23e-05  1.57e+03 -1.04e+09  5.27e-05  1.88e+03 
 74250| 5.94e+02  5.22e-05  1.57e+03 -1.04e+09  5.27e-05  1.88e+03 
 74500| 5.93e+02  5.18e-05  1.55e+03 -1.04e+09  5.27e-05  1.89e+03 
 74750| 5.91e+02  5.20e-05  1.55e+03 -1.04e+09  5.27e-05  1.89e+03 
 75000| 6.74e+04  5.01e+00  1.92e+04 -1.06e+09  5.27e-05  1.90e+03 
 75250| 5.89e+02  5.17e-05  1.54e+03 -1.04e+09  5.27e-05  1.90e+03 
 75500| 5.87e+02  5.14e-05  1.53e+03 -1.04e+09  5.27e-05  1.90e+03 
 75750| 5.86e+02  5.12e-05  1.53e+03 -1.04e+09  5.27e-05  1.91e+03 
 76000| 5.85e+02  5.12e-05  1.54e+03 -1.04e+09  5.27e-05  1.91e+03 
 76250| 5.84e+02  5.10e-05  1.53e+03 -1.04e+09  5.27e-05  1.92e+03 
 76500| 5.82e+02  5.09e-05  1.53e+03 -1.04e+09  5.27e-05  1.92e+03 
 76750| 5.81e+02  5.09e-05  1.51e+03 -1.03e+09  5.27e-05  1.92e+03 
 77000| 5.80e+02  5.06e-05  1.51e+03 -1.03e+09  5.27e-05  1.93e+03 
 77250| 5.79e+02  5.07e-05  1.50e+03 -1.03e+09  5.27e-05  1.93e+03 
 77500| 5.77e+02  5.06e-05  1.51e+03 -1.03e+09  5.27e-05  1.93e+03 
 77750| 2.49e+06  1.54e+02  5.79e+03 -1.14e+09  5.27e-05  1.94e+03 
 78000| 5.75e+02  5.04e-05  1.50e+03 -1.03e+09  5.27e-05  1.94e+03 
 78250| 5.74e+02  5.01e-05  1.50e+03 -1.03e+09  5.27e-05  1.95e+03 
 78500| 5.73e+02  5.04e-05  1.50e+03 -1.03e+09  5.27e-05  1.95e+03 
 78750| 5.71e+02  5.01e-05  1.50e+03 -1.03e+09  5.27e-05  1.95e+03 
 79000| 5.70e+02  4.98e-05  1.48e+03 -1.03e+09  5.27e-05  1.96e+03 
 79250| 5.69e+02  4.95e-05  1.48e+03 -1.03e+09  5.27e-05  1.96e+03 
 79500| 5.68e+02  4.97e-05  1.48e+03 -1.03e+09  5.27e-05  1.97e+03 
 79750| 5.67e+02  4.94e-05  1.46e+03 -1.03e+09  5.27e-05  1.97e+03 
 80000| 5.65e+02  4.94e-05  1.48e+03 -1.03e+09  5.27e-05  1.97e+03 
 80250| 5.66e+02  7.80e-05  1.63e+03 -1.03e+09  5.27e-05  1.98e+03 
 80500| 5.64e+02  8.50e-05  1.55e+03 -1.03e+09  5.27e-05  1.98e+03 
 80750| 5.63e+02  5.46e-05  1.43e+03 -1.03e+09  5.27e-05  1.98e+03 
 81000| 5.62e+02  5.13e-05  1.42e+03 -1.03e+09  5.27e-05  1.99e+03 
 81250| 5.61e+02  5.27e-05  1.42e+03 -1.03e+09  5.27e-05  1.99e+03 
 81500| 6.21e+02  5.68e-03  5.08e+04 -1.03e+09  5.27e-05  2.00e+03 
 81750| 5.58e+02  5.20e-05  1.41e+03 -1.03e+09  5.27e-05  2.00e+03 
 82000| 5.57e+02  5.23e-05  1.42e+03 -1.03e+09  5.27e-05  2.00e+03 
 82250| 5.56e+02  5.06e-05  1.42e+03 -1.03e+09  5.27e-05  2.01e+03 
 82500| 5.55e+02  4.96e-05  1.41e+03 -1.03e+09  5.27e-05  2.01e+03 
 82750| 5.54e+02  4.92e-05  1.43e+03 -1.03e+09  5.27e-05  2.02e+03 
 83000| 5.53e+02  4.93e-05  1.43e+03 -1.03e+09  5.27e-05  2.02e+03 
 83250| 5.51e+02  4.85e-05  1.40e+03 -1.02e+09  5.27e-05  2.02e+03 
 83500| 5.50e+02  4.99e-05  1.42e+03 -1.02e+09  5.27e-05  2.03e+03 
 83750| 5.49e+02  5.05e-05  1.43e+03 -1.02e+09  5.27e-05  2.03e+03 
 84000| 5.49e+02  5.03e-05  1.44e+03 -1.02e+09  5.27e-05  2.03e+03 
 84250| 1.30e+04  9.57e-01  1.53e+03 -1.03e+09  5.27e-05  2.04e+03 
 84500| 5.47e+02  4.97e-05  1.40e+03 -1.02e+09  5.27e-05  2.04e+03 
 84750| 5.46e+02  4.96e-05  1.39e+03 -1.02e+09  5.27e-05  2.05e+03 
 85000| 5.45e+02  4.88e-05  1.40e+03 -1.02e+09  5.27e-05  2.05e+03 
 85250| 5.44e+02  4.74e-05  1.40e+03 -1.02e+09  5.27e-05  2.05e+03 
 85500| 5.43e+02  4.70e-05  1.39e+03 -1.02e+09  5.27e-05  2.06e+03 
 85750| 5.42e+02  4.73e-05  1.37e+03 -1.02e+09  5.27e-05  2.06e+03 
 86000| 5.41e+02  4.76e-05  1.37e+03 -1.02e+09  5.27e-05  2.06e+03 
 86250| 5.40e+02  4.78e-05  1.36e+03 -1.02e+09  5.27e-05  2.07e+03 
 86500| 5.39e+02  4.79e-05  1.37e+03 -1.02e+09  5.27e-05  2.07e+03 
 86750| 5.38e+02  4.78e-05  1.36e+03 -1.02e+09  5.27e-05  2.08e+03 
 87000| 6.98e+02  2.43e-02  8.54e+03 -1.02e+09  5.27e-05  2.08e+03 
 87250| 5.38e+02  4.65e-05  1.37e+03 -1.02e+09  5.27e-05  2.08e+03 
 87500| 5.38e+02  4.65e-05  1.33e+03 -1.02e+09  5.27e-05  2.09e+03 
 87750| 5.38e+02  4.59e-05  1.35e+03 -1.02e+09  5.27e-05  2.09e+03 
 88000| 5.38e+02  4.64e-05  1.36e+03 -1.02e+09  5.27e-05  2.10e+03 
 88250| 5.38e+02  4.62e-05  1.35e+03 -1.02e+09  5.27e-05  2.10e+03 
 88500| 5.38e+02  4.72e-05  1.34e+03 -1.02e+09  5.27e-05  2.10e+03 
 88750| 5.38e+02  4.68e-05  1.34e+03 -1.02e+09  5.27e-05  2.11e+03 
 89000| 5.38e+02  4.70e-05  1.35e+03 -1.02e+09  5.27e-05  2.11e+03 
 89250| 5.39e+02  4.62e-05  1.35e+03 -1.02e+09  5.27e-05  2.11e+03 
 89500| 5.39e+02  4.56e-05  1.33e+03 -1.02e+09  5.27e-05  2.12e+03 
 89750| 7.91e+04  5.89e+00  4.52e+04 -1.04e+09  5.27e-05  2.12e+03 
 90000| 5.39e+02  4.51e-05  1.33e+03 -1.02e+09  5.27e-05  2.13e+03 
 90250| 5.39e+02  4.48e-05  1.32e+03 -1.01e+09  5.27e-05  2.13e+03 
 90500| 5.39e+02  4.53e-05  1.31e+03 -1.01e+09  5.27e-05  2.13e+03 
 90750| 5.39e+02  4.51e-05  1.31e+03 -1.01e+09  5.27e-05  2.14e+03 
 91000| 5.39e+02  4.55e-05  1.30e+03 -1.01e+09  5.27e-05  2.14e+03 
 91250| 5.39e+02  4.51e-05  1.32e+03 -1.01e+09  5.27e-05  2.15e+03 
 91500| 5.40e+02  4.47e-05  1.30e+03 -1.01e+09  5.27e-05  2.15e+03 
 91750| 5.40e+02  4.44e-05  1.28e+03 -1.01e+09  5.27e-05  2.15e+03 
 92000| 5.40e+02  4.38e-05  1.29e+03 -1.01e+09  5.27e-05  2.16e+03 
 92250| 5.40e+02  4.45e-05  1.32e+03 -1.01e+09  5.27e-05  2.16e+03 
 92500| 2.80e+05  2.08e+01  5.87e+04 -1.06e+09  5.27e-05  2.16e+03 
 92750| 5.40e+02  4.44e-05  1.29e+03 -1.01e+09  5.27e-05  2.17e+03 
 93000| 5.40e+02  4.42e-05  1.28e+03 -1.01e+09  5.27e-05  2.17e+03 
 93250| 5.40e+02  4.41e-05  1.28e+03 -1.01e+09  5.27e-05  2.18e+03 
 93500| 5.40e+02  4.40e-05  1.30e+03 -1.01e+09  5.27e-05  2.18e+03 
 93750| 5.40e+02  4.36e-05  1.27e+03 -1.01e+09  5.27e-05  2.18e+03 
 94000| 5.41e+02  4.33e-05  1.27e+03 -1.01e+09  5.27e-05  2.19e+03 
 94250| 5.41e+02  4.36e-05  1.28e+03 -1.01e+09  5.27e-05  2.19e+03 
 94500| 5.41e+02  4.34e-05  1.27e+03 -1.01e+09  5.27e-05  2.19e+03 
 94750| 5.41e+02  4.39e-05  1.27e+03 -1.01e+09  5.27e-05  2.20e+03 
 95000| 5.41e+02  4.33e-05  1.24e+03 -1.01e+09  5.27e-05  2.20e+03 
 95250| 5.52e+03  4.20e-01  2.52e+03 -1.00e+09  5.27e-05  2.21e+03 
 95500| 5.41e+02  4.31e-05  1.26e+03 -1.01e+09  5.27e-05  2.21e+03 
 95750| 5.41e+02  4.30e-05  1.26e+03 -1.01e+09  5.27e-05  2.21e+03 
 96000| 5.41e+02  4.29e-05  1.26e+03 -1.01e+09  5.27e-05  2.22e+03 
 96250| 5.41e+02  4.31e-05  1.26e+03 -1.01e+09  5.27e-05  2.22e+03 
 96500| 5.41e+02  4.32e-05  1.26e+03 -1.01e+09  5.27e-05  2.23e+03 
 96750| 5.41e+02  4.27e-05  1.24e+03 -1.01e+09  5.27e-05  2.23e+03 
 97000| 5.41e+02  4.25e-05  1.24e+03 -1.01e+09  5.27e-05  2.23e+03 
 97250| 5.42e+02  4.26e-05  1.25e+03 -1.01e+09  5.27e-05  2.24e+03 
 97500| 5.42e+02  4.25e-05  1.26e+03 -1.00e+09  5.27e-05  2.24e+03 
 97750| 5.42e+02  4.20e-05  1.23e+03 -1.00e+09  5.27e-05  2.24e+03 
 98000| 2.47e+04  1.84e+00  3.31e+03 -1.02e+09  5.27e-05  2.25e+03 
 98250| 5.42e+02  4.24e-05  1.24e+03 -1.00e+09  5.27e-05  2.25e+03 
 98500| 5.42e+02  4.20e-05  1.22e+03 -1.00e+09  5.27e-05  2.26e+03 
 98750| 5.42e+02  4.16e-05  1.24e+03 -1.00e+09  5.27e-05  2.26e+03 
 99000| 5.42e+02  4.18e-05  1.23e+03 -1.00e+09  5.27e-05  2.26e+03 
 99250| 5.42e+02  4.19e-05  1.23e+03 -1.00e+09  5.27e-05  2.27e+03 
 99500| 5.42e+02  4.19e-05  1.23e+03 -1.00e+09  5.27e-05  2.27e+03 
 99750| 5.42e+02  4.16e-05  1.20e+03 -1.00e+09  5.27e-05  2.27e+03 
100000| 5.42e+02  4.18e-05  1.22e+03 -1.00e+09  5.27e-05  2.28e+03 
100250| 5.42e+02  4.16e-05  1.21e+03 -1.00e+09  5.27e-05  2.28e+03 
100500| 5.42e+02  4.16e-05  1.19e+03 -1.00e+09  5.27e-05  2.29e+03 
100750| 4.95e+04  3.69e+00  2.67e+04 -9.77e+08  5.27e-05  2.29e+03 
101000| 5.42e+02  4.15e-05  1.20e+03 -1.00e+09  5.27e-05  2.29e+03 
101250| 5.42e+02  4.12e-05  1.21e+03 -1.00e+09  5.27e-05  2.30e+03 
101500| 5.42e+02  4.10e-05  1.21e+03 -1.00e+09  5.27e-05  2.30e+03 
101750| 5.43e+02  4.10e-05  1.19e+03 -9.99e+08  5.27e-05  2.31e+03 
102000| 5.43e+02  4.08e-05  1.19e+03 -9.99e+08  5.27e-05  2.31e+03 
102250| 5.43e+02  4.04e-05  1.18e+03 -9.99e+08  5.27e-05  2.31e+03 
102500| 5.43e+02  4.05e-05  1.18e+03 -9.98e+08  5.27e-05  2.32e+03 
102750| 5.43e+02  4.04e-05  1.18e+03 -9.98e+08  5.27e-05  2.32e+03 
103000| 5.43e+02  4.11e-05  1.20e+03 -9.98e+08  5.27e-05  2.32e+03 
103250| 5.43e+02  4.09e-05  1.19e+03 -9.97e+08  5.27e-05  2.33e+03 
103500| 1.72e+04  1.29e+00  1.08e+03 -9.82e+08  5.27e-05  2.33e+03 
103750| 5.43e+02  4.06e-05  1.19e+03 -9.97e+08  5.27e-05  2.34e+03 
104000| 5.43e+02  4.03e-05  1.18e+03 -9.96e+08  5.27e-05  2.34e+03 
104250| 5.43e+02  4.00e-05  1.17e+03 -9.96e+08  5.27e-05  2.34e+03 
104500| 5.43e+02  3.99e-05  1.15e+03 -9.96e+08  5.27e-05  2.35e+03 
104750| 5.43e+02  4.02e-05  1.17e+03 -9.95e+08  5.27e-05  2.35e+03 
105000| 5.43e+02  3.98e-05  1.17e+03 -9.95e+08  5.27e-05  2.36e+03 
105250| 5.43e+02  4.00e-05  1.15e+03 -9.95e+08  5.27e-05  2.36e+03 
105500| 5.43e+02  3.97e-05  1.15e+03 -9.94e+08  5.27e-05  2.36e+03 
105750| 5.43e+02  3.94e-05  1.16e+03 -9.94e+08  5.27e-05  2.37e+03 
106000| 5.43e+02  3.97e-05  1.16e+03 -9.94e+08  5.27e-05  2.37e+03 
106250| 1.40e+07  1.05e+03  5.98e+04 -8.31e+08  5.27e-05  2.37e+03 
106500| 5.43e+02  3.94e-05  1.15e+03 -9.93e+08  5.27e-05  2.38e+03 
106750| 5.43e+02  3.94e-05  1.16e+03 -9.93e+08  5.27e-05  2.38e+03 
107000| 5.43e+02  3.96e-05  1.15e+03 -9.93e+08  5.27e-05  2.39e+03 
107250| 5.43e+02  3.89e-05  1.13e+03 -9.92e+08  5.27e-05  2.39e+03 
107500| 5.43e+02  3.91e-05  1.13e+03 -9.92e+08  5.27e-05  2.39e+03 
107750| 5.43e+02  3.89e-05  1.13e+03 -9.92e+08  5.27e-05  2.40e+03 
108000| 5.43e+02  3.89e-05  1.14e+03 -9.91e+08  5.27e-05  2.40e+03 
108250| 5.43e+02  3.87e-05  1.12e+03 -9.91e+08  5.27e-05  2.41e+03 
108500| 5.43e+02  3.90e-05  1.14e+03 -9.91e+08  5.27e-05  2.41e+03 
108750| 5.43e+02  3.88e-05  1.14e+03 -9.90e+08  5.27e-05  2.41e+03 
109000| 3.17e+06  2.33e+02  3.20e+03 -1.10e+09  5.27e-05  2.42e+03 
109250| 5.43e+02  3.92e-05  1.15e+03 -9.90e+08  5.27e-05  2.42e+03 
109500| 5.43e+02  3.88e-05  1.13e+03 -9.89e+08  5.27e-05  2.42e+03 
109750| 5.43e+02  3.86e-05  1.12e+03 -9.89e+08  5.27e-05  2.43e+03 
110000| 5.43e+02  3.86e-05  1.12e+03 -9.89e+08  5.27e-05  2.43e+03 
110250| 5.43e+02  3.83e-05  1.11e+03 -9.89e+08  5.27e-05  2.44e+03 
110500| 5.43e+02  3.79e-05  1.09e+03 -9.88e+08  5.27e-05  2.44e+03 
110750| 5.43e+02  3.83e-05  1.12e+03 -9.88e+08  5.27e-05  2.44e+03 
111000| 5.43e+02  3.85e-05  1.11e+03 -9.88e+08  5.27e-05  2.45e+03 
111250| 5.43e+02  3.83e-05  1.10e+03 -9.87e+08  5.27e-05  2.45e+03 
111500| 5.43e+02  3.81e-05  1.11e+03 -9.87e+08  5.27e-05  2.46e+03 
111750| 1.38e+07  8.21e+02  2.26e+04 -1.18e+09  5.27e-05  2.46e+03 
112000| 5.43e+02  3.81e-05  1.10e+03 -9.86e+08  5.27e-05  2.46e+03 
112250| 5.43e+02  3.77e-05  1.11e+03 -9.86e+08  5.27e-05  2.47e+03 
112500| 5.43e+02  3.78e-05  1.10e+03 -9.86e+08  5.27e-05  2.47e+03 
112750| 5.43e+02  3.76e-05  1.10e+03 -9.86e+08  5.27e-05  2.47e+03 
113000| 5.43e+02  3.75e-05  1.07e+03 -9.85e+08  5.27e-05  2.48e+03 
113250| 5.43e+02  3.78e-05  1.11e+03 -9.85e+08  5.27e-05  2.48e+03 
113500| 5.42e+02  3.74e-05  1.09e+03 -9.85e+08  5.27e-05  2.49e+03 
113750| 5.42e+02  3.76e-05  1.10e+03 -9.84e+08  5.27e-05  2.49e+03 
114000| 5.42e+02  3.73e-05  1.08e+03 -9.84e+08  5.27e-05  2.49e+03 
114250| 5.42e+02  3.71e-05  1.09e+03 -9.84e+08  5.27e-05  2.50e+03 
114500| 2.12e+05  1.46e+01  8.08e+02 -9.42e+08  5.27e-05  2.50e+03 
114750| 5.42e+02  3.72e-05  1.08e+03 -9.83e+08  5.27e-05  2.51e+03 
115000| 5.42e+02  3.71e-05  1.08e+03 -9.83e+08  5.27e-05  2.51e+03 
115250| 5.42e+02  3.72e-05  1.07e+03 -9.83e+08  5.27e-05  2.51e+03 
115500| 5.42e+02  3.71e-05  1.08e+03 -9.82e+08  5.27e-05  2.52e+03 
115750| 5.42e+02  3.68e-05  1.07e+03 -9.82e+08  5.27e-05  2.52e+03 
116000| 5.42e+02  3.69e-05  1.06e+03 -9.82e+08  5.27e-05  2.53e+03 
116250| 5.42e+02  3.71e-05  1.08e+03 -9.81e+08  5.27e-05  2.53e+03 
116500| 5.42e+02  3.71e-05  1.08e+03 -9.81e+08  5.27e-05  2.53e+03 
116750| 5.42e+02  3.68e-05  1.08e+03 -9.81e+08  5.27e-05  2.54e+03 
117000| 5.42e+02  3.65e-05  1.05e+03 -9.80e+08  5.27e-05  2.54e+03 
117250| 6.35e+06  4.73e+02  1.51e+04 -8.67e+08  5.27e-05  2.54e+03 
117500| 5.42e+02  3.68e-05  1.07e+03 -9.80e+08  5.27e-05  2.55e+03 
117750| 5.42e+02  3.64e-05  1.06e+03 -9.80e+08  5.27e-05  2.55e+03 
118000| 5.42e+02  3.58e-05  1.05e+03 -9.79e+08  5.27e-05  2.56e+03 
118250| 5.41e+02  3.62e-05  1.05e+03 -9.79e+08  5.27e-05  2.56e+03 
118500| 5.41e+02  3.64e-05  1.07e+03 -9.79e+08  5.27e-05  2.56e+03 
118750| 5.41e+02  3.58e-05  1.04e+03 -9.78e+08  5.27e-05  2.57e+03 
119000| 5.41e+02  3.58e-05  1.03e+03 -9.78e+08  5.27e-05  2.57e+03 
119250| 5.41e+02  3.60e-05  1.05e+03 -9.78e+08  5.27e-05  2.57e+03 
119500| 5.41e+02  3.57e-05  1.03e+03 -9.77e+08  5.27e-05  2.58e+03 
119750| 5.41e+02  3.60e-05  1.04e+03 -9.77e+08  5.27e-05  2.58e+03 
120000| 1.56e+07  9.59e+02  1.30e+05 -1.18e+09  5.27e-05  2.59e+03 
120250| 5.41e+02  3.59e-05  1.01e+03 -9.77e+08  5.27e-05  2.59e+03 
120500| 5.41e+02  3.58e-05  1.02e+03 -9.76e+08  5.27e-05  2.59e+03 
120750| 5.41e+02  3.59e-05  1.03e+03 -9.76e+08  5.27e-05  2.60e+03 
121000| 5.41e+02  3.53e-05  1.01e+03 -9.76e+08  5.27e-05  2.60e+03 
121250| 5.41e+02  3.54e-05  1.02e+03 -9.75e+08  5.27e-05  2.61e+03 
121500| 5.41e+02  3.55e-05  1.03e+03 -9.75e+08  5.27e-05  2.61e+03 
121750| 5.40e+02  3.52e-05  1.02e+03 -9.75e+08  5.27e-05  2.61e+03 
122000| 5.40e+02  3.55e-05  1.05e+03 -9.75e+08  5.27e-05  2.62e+03 
122250| 5.40e+02  3.50e-05  1.00e+03 -9.74e+08  5.27e-05  2.62e+03 
122500| 5.40e+02  3.53e-05  1.01e+03 -9.74e+08  5.27e-05  2.63e+03 
122750| 7.57e+04  5.64e+00  2.06e+04 -9.45e+08  5.27e-05  2.63e+03 
123000| 5.40e+02  3.49e-05  1.01e+03 -9.73e+08  5.27e-05  2.63e+03 
123250| 5.40e+02  3.48e-05  1.00e+03 -9.73e+08  5.27e-05  2.64e+03 
123500| 5.40e+02  3.49e-05  1.00e+03 -9.73e+08  5.27e-05  2.64e+03 
123750| 5.40e+02  3.51e-05  1.01e+03 -9.73e+08  5.27e-05  2.64e+03 
124000| 5.40e+02  3.46e-05  1.00e+03 -9.72e+08  5.27e-05  2.65e+03 
124250| 5.40e+02  3.48e-05  9.98e+02 -9.72e+08  5.27e-05  2.65e+03 
124500| 5.40e+02  3.45e-05  9.90e+02 -9.72e+08  5.27e-05  2.66e+03 
124750| 5.39e+02  3.45e-05  9.95e+02 -9.71e+08  5.27e-05  2.66e+03 
125000| 5.39e+02  3.44e-05  9.96e+02 -9.71e+08  5.27e-05  2.66e+03 
125250| 5.39e+02  3.45e-05  9.89e+02 -9.71e+08  5.27e-05  2.67e+03 
125500| 6.06e+04  4.51e+00  8.77e+03 -9.45e+08  5.27e-05  2.67e+03 
125750| 5.39e+02  3.41e-05  9.67e+02 -9.70e+08  5.27e-05  2.68e+03 
126000| 5.39e+02  3.46e-05  1.00e+03 -9.70e+08  5.27e-05  2.68e+03 
126250| 5.39e+02  3.43e-05  9.98e+02 -9.70e+08  5.27e-05  2.68e+03 
126500| 5.39e+02  3.43e-05  9.73e+02 -9.69e+08  5.27e-05  2.69e+03 
126750| 5.39e+02  3.43e-05  9.83e+02 -9.69e+08  5.27e-05  2.69e+03 
127000| 5.38e+02  3.42e-05  9.76e+02 -9.69e+08  5.27e-05  2.69e+03 
127250| 5.38e+02  3.40e-05  9.78e+02 -9.69e+08  5.27e-05  2.70e+03 
127500| 5.38e+02  3.39e-05  9.72e+02 -9.68e+08  5.27e-05  2.70e+03 
127750| 5.38e+02  3.41e-05  9.72e+02 -9.68e+08  5.27e-05  2.71e+03 
128000| 5.38e+02  3.37e-05  9.63e+02 -9.68e+08  5.27e-05  2.71e+03 
128250| 4.16e+07  2.19e+03  1.46e+02 -7.74e+08  5.27e-05  2.71e+03 
128500| 5.38e+02  3.38e-05  9.75e+02 -9.67e+08  5.27e-05  2.72e+03 
128750| 5.38e+02  3.36e-05  9.66e+02 -9.67e+08  5.27e-05  2.72e+03 
129000| 5.38e+02  3.32e-05  9.60e+02 -9.67e+08  5.27e-05  2.73e+03 
129250| 5.37e+02  3.35e-05  9.50e+02 -9.66e+08  5.27e-05  2.73e+03 
129500| 5.37e+02  3.31e-05  9.59e+02 -9.66e+08  5.27e-05  2.73e+03 
129750| 5.37e+02  3.35e-05  9.53e+02 -9.66e+08  5.27e-05  2.74e+03 
130000| 5.37e+02  3.33e-05  9.71e+02 -9.66e+08  5.27e-05  2.74e+03 
130250| 5.37e+02  3.32e-05  9.62e+02 -9.65e+08  5.27e-05  2.74e+03 
130500| 5.37e+02  3.32e-05  9.48e+02 -9.65e+08  5.27e-05  2.75e+03 
130750| 5.37e+02  3.30e-05  9.53e+02 -9.65e+08  5.27e-05  2.75e+03 
131000| 7.31e+06  5.45e+02  3.46e+04 -1.11e+09  5.27e-05  2.76e+03 
131250| 5.37e+02  3.30e-05  9.41e+02 -9.64e+08  5.27e-05  2.76e+03 
131500| 5.36e+02  3.29e-05  9.36e+02 -9.64e+08  5.27e-05  2.76e+03 
131750| 5.36e+02  3.28e-05  9.47e+02 -9.64e+08  5.27e-05  2.77e+03 
132000| 5.36e+02  3.29e-05  9.24e+02 -9.63e+08  5.27e-05  2.77e+03 
132250| 5.36e+02  3.29e-05  9.48e+02 -9.63e+08  5.27e-05  2.78e+03 
132500| 5.36e+02  3.28e-05  9.24e+02 -9.63e+08  5.27e-05  2.78e+03 
132750| 5.36e+02  3.28e-05  9.22e+02 -9.63e+08  5.27e-05  2.78e+03 
133000| 5.36e+02  3.32e-05  9.47e+02 -9.62e+08  5.27e-05  2.79e+03 
133250| 5.36e+02  3.28e-05  9.38e+02 -9.62e+08  5.27e-05  2.79e+03 
133500| 5.35e+02  3.28e-05  9.44e+02 -9.62e+08  5.27e-05  2.80e+03 
133750| 1.22e+08  6.42e+03  1.75e+04 -6.28e+08  5.27e-05  2.80e+03 
134000| 5.35e+02  3.26e-05  9.18e+02 -9.61e+08  5.27e-05  2.80e+03 
134250| 5.35e+02  3.24e-05  9.26e+02 -9.61e+08  5.27e-05  2.81e+03 
134500| 5.35e+02  3.26e-05  9.25e+02 -9.61e+08  5.27e-05  2.81e+03 
134750| 5.35e+02  3.20e-05  9.15e+02 -9.60e+08  5.27e-05  2.81e+03 
135000| 5.35e+02  3.23e-05  9.31e+02 -9.60e+08  5.27e-05  2.82e+03 
135250| 5.34e+02  3.21e-05  9.20e+02 -9.60e+08  5.27e-05  2.82e+03 
135500| 5.34e+02  3.24e-05  9.30e+02 -9.60e+08  5.27e-05  2.83e+03 
135750| 5.34e+02  3.20e-05  9.16e+02 -9.59e+08  5.27e-05  2.83e+03 
136000| 5.34e+02  3.27e-05  9.42e+02 -9.59e+08  5.27e-05  2.83e+03 
136250| 5.34e+02  3.22e-05  9.28e+02 -9.59e+08  5.27e-05  2.84e+03 
136500| 7.55e+04  5.63e+00  2.44e+04 -9.90e+08  5.27e-05  2.84e+03 
136750| 5.34e+02  3.18e-05  9.05e+02 -9.58e+08  5.27e-05  2.85e+03 
137000| 5.33e+02  3.17e-05  8.90e+02 -9.58e+08  5.27e-05  2.85e+03 
137250| 5.33e+02  3.18e-05  9.13e+02 -9.58e+08  5.27e-05  2.85e+03 
