 65500| 1.47e+03  8.98e-05  2.44e+03 -1.16e+09  6.43e-05  1.71e+03 
 65750| 1.47e+03  8.96e-05  2.45e+03 -1.16e+09  6.43e-05  1.71e+03 
 66000| 1.47e+03  8.85e-05  2.42e+03 -1.16e+09  6.43e-05  1.72e+03 
 66250| 1.47e+03  8.94e-05  2.43e+03 -1.16e+09  6.43e-05  1.73e+03 
 66500| 1.46e+03  8.84e-05  2.43e+03 -1.16e+09  6.43e-05  1.73e+03 
 66750| 1.46e+03  8.87e-05  2.41e+03 -1.16e+09  6.43e-05  1.74e+03 
 67000| 1.46e+03  8.85e-05  2.40e+03 -1.16e+09  6.43e-05  1.75e+03 
 67250| 2.90e+07  2.64e+03  2.90e+04 -7.61e+08  6.43e-05  1.75e+03 
 67500| 1.46e+03  8.87e-05  2.42e+03 -1.16e+09  6.43e-05  1.76e+03 
 67750| 1.46e+03  8.84e-05  2.41e+03 -1.16e+09  6.43e-05  1.76e+03 
 68000| 1.45e+03  8.78e-05  2.39e+03 -1.15e+09  6.43e-05  1.77e+03 
 68250| 1.45e+03  8.77e-05  2.39e+03 -1.15e+09  6.43e-05  1.78e+03 
 68500| 1.45e+03  8.75e-05  2.38e+03 -1.15e+09  6.43e-05  1.78e+03 
 68750| 1.45e+03  8.73e-05  2.37e+03 -1.15e+09  6.43e-05  1.79e+03 
 69000| 1.45e+03  8.68e-05  2.37e+03 -1.15e+09  6.43e-05  1.80e+03 
 69250| 1.44e+03  8.64e-05  2.34e+03 -1.15e+09  6.43e-05  1.80e+03 
 69500| 1.44e+03  8.67e-05  2.36e+03 -1.15e+09  6.43e-05  1.81e+03 
 69750| 1.44e+03  8.58e-05  2.33e+03 -1.15e+09  6.43e-05  1.81e+03 
 70000| 1.28e+08  1.11e+04  1.54e+04 -2.90e+08  6.43e-05  1.82e+03 
 70250| 1.44e+03  8.63e-05  2.33e+03 -1.15e+09  6.43e-05  1.83e+03 
 70500| 1.44e+03  8.62e-05  2.33e+03 -1.15e+09  6.43e-05  1.83e+03 
 70750| 1.43e+03  8.58e-05  2.34e+03 -1.15e+09  6.43e-05  1.84e+03 
 71000| 1.43e+03  8.54e-05  2.31e+03 -1.15e+09  6.43e-05  1.85e+03 
 71250| 1.43e+03  8.60e-05  2.31e+03 -1.15e+09  6.43e-05  1.85e+03 
 71500| 1.43e+03  8.53e-05  2.31e+03 -1.15e+09  6.43e-05  1.86e+03 
 71750| 1.43e+03  8.49e-05  2.30e+03 -1.15e+09  6.43e-05  1.86e+03 
 72000| 1.42e+03  8.45e-05  2.28e+03 -1.14e+09  6.43e-05  1.86e+03 
 72250| 1.42e+03  8.45e-05  2.29e+03 -1.14e+09  6.43e-05  1.87e+03 
 72500| 1.42e+03  8.50e-05  2.30e+03 -1.14e+09  6.43e-05  1.87e+03 
 72750| 2.89e+07  2.63e+03  6.27e+04 -7.61e+08  6.43e-05  1.88e+03 
 73000| 1.42e+03  8.41e-05  2.27e+03 -1.14e+09  6.43e-05  1.88e+03 
 73250| 1.42e+03  8.44e-05  2.29e+03 -1.14e+09  6.43e-05  1.88e+03 
 73500| 1.41e+03  8.38e-05  2.27e+03 -1.14e+09  6.43e-05  1.89e+03 
 73750| 1.41e+03  8.35e-05  2.26e+03 -1.14e+09  6.43e-05  1.89e+03 
 74000| 1.41e+03  8.33e-05  2.25e+03 -1.14e+09  6.43e-05  1.90e+03 
 74250| 1.41e+03  1.01e-04  2.24e+03 -1.14e+09  6.43e-05  1.90e+03 
 74500| 1.41e+03  8.35e-05  2.24e+03 -1.14e+09  6.43e-05  1.90e+03 
 74750| 1.41e+03  8.28e-05  2.22e+03 -1.14e+09  6.43e-05  1.91e+03 
 75000| 1.40e+03  8.29e-05  2.23e+03 -1.14e+09  6.43e-05  1.91e+03 
 75250| 1.40e+03  8.26e-05  2.23e+03 -1.14e+09  6.43e-05  1.91e+03 
 75500| 2.38e+10  1.53e+06  1.91e+10 -5.72e+10  6.43e-05  1.92e+03 
 75750| 1.40e+03  8.24e-05  2.21e+03 -1.14e+09  6.43e-05  1.92e+03 
 76000| 1.40e+03  8.13e-05  2.18e+03 -1.14e+09  6.43e-05  1.93e+03 
 76250| 1.40e+03  8.17e-05  2.19e+03 -1.13e+09  6.43e-05  1.93e+03 
 76500| 1.39e+03  8.16e-05  2.19e+03 -1.13e+09  6.43e-05  1.93e+03 
 76750| 1.39e+03  8.16e-05  2.18e+03 -1.13e+09  6.43e-05  1.94e+03 
 77000| 1.39e+03  8.13e-05  2.17e+03 -1.13e+09  6.43e-05  1.94e+03 
 77250| 1.39e+03  8.11e-05  2.18e+03 -1.13e+09  6.43e-05  1.94e+03 
 77500| 1.39e+03  8.08e-05  2.18e+03 -1.13e+09  6.43e-05  1.95e+03 
 77750| 1.38e+03  8.08e-05  2.16e+03 -1.13e+09  6.43e-05  1.95e+03 
 78000| 1.38e+03  8.08e-05  2.16e+03 -1.13e+09  6.43e-05  1.96e+03 
 78250| 4.16e+08  2.74e+04  2.12e+05 -3.74e+09  6.43e-05  1.96e+03 
 78500| 1.38e+03  8.08e-05  2.16e+03 -1.13e+09  6.43e-05  1.96e+03 
 78750| 1.38e+03  7.99e-05  2.15e+03 -1.13e+09  6.43e-05  1.97e+03 
 79000| 1.38e+03  7.98e-05  2.12e+03 -1.13e+09  6.43e-05  1.97e+03 
 79250| 1.37e+03  8.00e-05  2.13e+03 -1.13e+09  6.43e-05  1.98e+03 
 79500| 1.37e+03  7.99e-05  2.12e+03 -1.13e+09  6.43e-05  1.98e+03 
 79750| 1.37e+03  7.92e-05  2.12e+03 -1.13e+09  6.43e-05  1.98e+03 
 80000| 1.37e+03  7.94e-05  2.12e+03 -1.13e+09  6.43e-05  1.99e+03 
 80250| 1.37e+03  7.93e-05  2.11e+03 -1.13e+09  6.43e-05  1.99e+03 
 80500| 1.37e+03  7.88e-05  2.10e+03 -1.12e+09  6.43e-05  1.99e+03 
 80750| 1.36e+03  7.85e-05  2.11e+03 -1.12e+09  6.43e-05  2.00e+03 
 81000| 4.28e+07  3.89e+03  1.01e+05 -1.65e+09  6.43e-05  2.00e+03 
 81250| 1.36e+03  7.84e-05  2.09e+03 -1.12e+09  6.43e-05  2.01e+03 
 81500| 1.36e+03  7.80e-05  2.08e+03 -1.12e+09  6.43e-05  2.01e+03 
 81750| 1.36e+03  7.81e-05  2.08e+03 -1.12e+09  6.43e-05  2.01e+03 
 82000| 1.36e+03  7.78e-05  2.06e+03 -1.12e+09  6.43e-05  2.02e+03 
 82250| 1.36e+03  7.80e-05  2.09e+03 -1.12e+09  6.43e-05  2.02e+03 
 82500| 1.35e+03  7.77e-05  2.06e+03 -1.12e+09  6.43e-05  2.02e+03 
 82750| 1.35e+03  7.72e-05  2.06e+03 -1.12e+09  6.43e-05  2.03e+03 
 83000| 1.35e+03  7.67e-05  2.05e+03 -1.12e+09  6.43e-05  2.03e+03 
 83250| 1.35e+03  7.72e-05  2.07e+03 -1.12e+09  6.43e-05  2.04e+03 
 83500| 1.35e+03  7.66e-05  2.03e+03 -1.12e+09  6.43e-05  2.04e+03 
 83750| 2.88e+04  2.60e+00  4.26e+03 -1.14e+09  6.43e-05  2.04e+03 
 84000| 1.34e+03  7.64e-05  2.03e+03 -1.12e+09  6.43e-05  2.05e+03 
 84250| 1.34e+03  7.62e-05  2.03e+03 -1.12e+09  6.43e-05  2.05e+03 
 84500| 1.34e+03  7.62e-05  2.02e+03 -1.12e+09  6.43e-05  2.05e+03 
 84750| 1.34e+03  7.55e-05  1.99e+03 -1.12e+09  6.43e-05  2.06e+03 
 85000| 1.34e+03  7.51e-05  1.99e+03 -1.11e+09  6.43e-05  2.06e+03 
 85250| 1.34e+03  7.62e-05  2.01e+03 -1.11e+09  6.43e-05  2.07e+03 
 85500| 1.33e+03  7.51e-05  2.00e+03 -1.11e+09  6.43e-05  2.07e+03 
 85750| 1.33e+03  7.50e-05  1.98e+03 -1.11e+09  6.43e-05  2.07e+03 
 86000| 1.33e+03  7.48e-05  1.99e+03 -1.11e+09  6.43e-05  2.08e+03 
 86250| 1.33e+03  7.45e-05  1.99e+03 -1.11e+09  6.43e-05  2.08e+03 
 86500| 1.14e+05  1.04e+01  6.21e+03 -1.16e+09  6.43e-05  2.08e+03 
 86750| 1.33e+03  7.36e-05  1.97e+03 -1.11e+09  6.43e-05  2.09e+03 
 87000| 1.33e+03  7.41e-05  1.96e+03 -1.11e+09  6.43e-05  2.09e+03 
 87250| 1.32e+03  7.44e-05  1.97e+03 -1.11e+09  6.43e-05  2.10e+03 
 87500| 1.32e+03  7.43e-05  1.96e+03 -1.11e+09  6.43e-05  2.10e+03 
 87750| 1.32e+03  7.39e-05  1.97e+03 -1.11e+09  6.43e-05  2.10e+03 
 88000| 1.32e+03  7.36e-05  1.95e+03 -1.11e+09  6.43e-05  2.11e+03 
 88250| 1.32e+03  7.41e-05  1.96e+03 -1.11e+09  6.43e-05  2.11e+03 
 88500| 1.32e+03  7.34e-05  1.95e+03 -1.11e+09  6.43e-05  2.11e+03 
 88750| 1.31e+03  7.28e-05  1.92e+03 -1.11e+09  6.43e-05  2.12e+03 
 89000| 1.31e+03  7.29e-05  1.93e+03 -1.11e+09  6.43e-05  2.12e+03 
 89250| 1.64e+03  1.40e-01  1.54e+04 -1.11e+09  6.43e-05  2.13e+03 
 89500| 1.31e+03  7.24e-05  1.91e+03 -1.11e+09  6.43e-05  2.13e+03 
 89750| 1.31e+03  7.23e-05  1.91e+03 -1.10e+09  6.43e-05  2.13e+03 
 90000| 1.31e+03  7.15e-05  1.92e+03 -1.10e+09  6.43e-05  2.14e+03 
 90250| 1.31e+03  7.23e-05  1.91e+03 -1.10e+09  6.43e-05  2.14e+03 
 90500| 1.30e+03  7.19e-05  1.90e+03 -1.10e+09  6.43e-05  2.15e+03 
 90750| 1.30e+03  7.18e-05  1.90e+03 -1.10e+09  6.43e-05  2.15e+03 
 91000| 1.30e+03  7.24e-05  1.91e+03 -1.10e+09  6.43e-05  2.15e+03 
 91250| 1.30e+03  7.15e-05  1.88e+03 -1.10e+09  6.43e-05  2.16e+03 
 91500| 1.30e+03  7.12e-05  1.88e+03 -1.10e+09  6.43e-05  2.16e+03 
 91750| 1.30e+03  7.06e-05  1.87e+03 -1.10e+09  6.43e-05  2.16e+03 
 92000| 2.11e+06  1.92e+02  1.72e+04 -9.96e+08  6.43e-05  2.17e+03 
 92250| 1.29e+03  7.11e-05  1.87e+03 -1.10e+09  6.43e-05  2.17e+03 
 92500| 1.29e+03  7.04e-05  1.87e+03 -1.10e+09  6.43e-05  2.18e+03 
 92750| 1.29e+03  7.01e-05  1.85e+03 -1.10e+09  6.43e-05  2.18e+03 
 93000| 1.29e+03  7.04e-05  1.85e+03 -1.10e+09  6.43e-05  2.18e+03 
 93250| 1.29e+03  6.98e-05  1.85e+03 -1.10e+09  6.43e-05  2.19e+03 
 93500| 1.29e+03  6.96e-05  1.85e+03 -1.10e+09  6.43e-05  2.19e+03 
 93750| 1.28e+03  6.97e-05  1.84e+03 -1.10e+09  6.43e-05  2.20e+03 
 94000| 1.28e+03  6.94e-05  1.83e+03 -1.10e+09  6.43e-05  2.20e+03 
 94250| 1.28e+03  6.90e-05  1.83e+03 -1.10e+09  6.43e-05  2.20e+03 
 94500| 1.28e+03  6.89e-05  1.83e+03 -1.09e+09  6.43e-05  2.21e+03 
 94750| 1.35e+05  1.22e+01  2.38e+04 -1.07e+09  6.43e-05  2.21e+03 
 95000| 1.28e+03  6.84e-05  1.81e+03 -1.09e+09  6.43e-05  2.22e+03 
 95250| 1.28e+03  6.88e-05  1.81e+03 -1.09e+09  6.43e-05  2.22e+03 
 95500| 1.27e+03  6.86e-05  1.81e+03 -1.09e+09  6.43e-05  2.22e+03 
 95750| 1.27e+03  6.80e-05  1.79e+03 -1.09e+09  6.43e-05  2.23e+03 
 96000| 1.27e+03  6.79e-05  1.77e+03 -1.09e+09  6.43e-05  2.23e+03 
 96250| 1.27e+03  6.83e-05  1.79e+03 -1.09e+09  6.43e-05  2.23e+03 
 96500| 1.27e+03  6.77e-05  1.79e+03 -1.09e+09  6.43e-05  2.24e+03 
 96750| 1.27e+03  6.79e-05  1.78e+03 -1.09e+09  6.43e-05  2.24e+03 
 97000| 1.27e+03  6.73e-05  1.78e+03 -1.09e+09  6.43e-05  2.25e+03 
 97250| 1.26e+03  6.73e-05  1.77e+03 -1.09e+09  6.43e-05  2.25e+03 
 97500| 7.32e+05  6.65e+01  3.96e+04 -1.04e+09  6.43e-05  2.25e+03 
 97750| 1.26e+03  6.69e-05  1.77e+03 -1.09e+09  6.43e-05  2.26e+03 
 98000| 1.26e+03  6.68e-05  1.77e+03 -1.09e+09  6.43e-05  2.26e+03 
 98250| 1.26e+03  6.66e-05  1.76e+03 -1.09e+09  6.43e-05  2.27e+03 
 98500| 1.26e+03  6.67e-05  1.74e+03 -1.09e+09  6.43e-05  2.27e+03 
 98750| 1.26e+03  6.61e-05  1.73e+03 -1.09e+09  6.43e-05  2.27e+03 
 99000| 1.25e+03  6.61e-05  1.75e+03 -1.09e+09  6.43e-05  2.28e+03 
 99250| 1.25e+03  6.60e-05  1.75e+03 -1.09e+09  6.43e-05  2.28e+03 
 99500| 1.25e+03  6.59e-05  1.75e+03 -1.08e+09  6.43e-05  2.28e+03 
 99750| 1.25e+03  6.55e-05  1.74e+03 -1.08e+09  6.43e-05  2.29e+03 
100000| 1.25e+03  6.55e-05  1.73e+03 -1.08e+09  6.43e-05  2.29e+03 
100250| 4.56e+06  3.83e+02  3.35e+04 -1.24e+09  6.43e-05  2.30e+03 
100500| 1.25e+03  6.52e-05  1.72e+03 -1.08e+09  6.43e-05  2.30e+03 
100750| 1.24e+03  6.52e-05  1.73e+03 -1.08e+09  6.43e-05  2.30e+03 
101000| 1.24e+03  6.53e-05  1.72e+03 -1.08e+09  6.43e-05  2.31e+03 
101250| 1.24e+03  6.55e-05  1.72e+03 -1.08e+09  6.43e-05  2.31e+03 
101500| 1.24e+03  6.48e-05  1.72e+03 -1.08e+09  6.43e-05  2.32e+03 
101750| 1.24e+03  6.52e-05  1.72e+03 -1.08e+09  6.43e-05  2.32e+03 
102000| 1.24e+03  6.44e-05  1.70e+03 -1.08e+09  6.43e-05  2.32e+03 
102250| 1.24e+03  6.40e-05  1.70e+03 -1.08e+09  6.43e-05  2.33e+03 
102500| 1.24e+03  6.42e-05  1.68e+03 -1.08e+09  6.43e-05  2.33e+03 
102750| 1.23e+03  6.38e-05  1.70e+03 -1.08e+09  6.43e-05  2.33e+03 
103000| 1.17e+06  1.06e+02  2.69e+04 -1.02e+09  6.43e-05  2.34e+03 
103250| 1.23e+03  6.35e-05  1.67e+03 -1.08e+09  6.43e-05  2.34e+03 
103500| 1.23e+03  6.38e-05  1.67e+03 -1.08e+09  6.43e-05  2.35e+03 
103750| 1.23e+03  6.35e-05  1.67e+03 -1.08e+09  6.43e-05  2.35e+03 
104000| 1.23e+03  6.32e-05  1.67e+03 -1.08e+09  6.43e-05  2.35e+03 
104250| 1.23e+03  6.36e-05  1.66e+03 -1.08e+09  6.43e-05  2.36e+03 
104500| 1.22e+03  6.30e-05  1.64e+03 -1.08e+09  6.43e-05  2.36e+03 
104750| 1.22e+03  6.31e-05  1.64e+03 -1.07e+09  6.43e-05  2.37e+03 
105000| 1.22e+03  6.30e-05  1.64e+03 -1.07e+09  6.43e-05  2.37e+03 
105250| 1.22e+03  6.26e-05  1.65e+03 -1.07e+09  6.43e-05  2.37e+03 
105500| 1.22e+03  7.00e-05  1.52e+03 -1.07e+09  6.43e-05  2.38e+03 
105750| 1.21e+03  2.33e-03  2.69e+04 -1.07e+09  6.43e-05  2.38e+03 
106000| 1.22e+03  6.49e-05  1.62e+03 -1.07e+09  6.43e-05  2.38e+03 
106250| 1.22e+03  6.53e-05  1.61e+03 -1.07e+09  6.43e-05  2.39e+03 
106500| 1.21e+03  6.48e-05  1.63e+03 -1.07e+09  6.43e-05  2.39e+03 
106750| 1.21e+03  6.35e-05  1.62e+03 -1.07e+09  6.43e-05  2.40e+03 
107000| 1.21e+03  6.26e-05  1.61e+03 -1.07e+09  6.43e-05  2.40e+03 
107250| 1.21e+03  6.24e-05  1.63e+03 -1.07e+09  6.43e-05  2.40e+03 
107500| 1.21e+03  6.20e-05  1.61e+03 -1.07e+09  6.43e-05  2.41e+03 
107750| 1.21e+03  6.16e-05  1.59e+03 -1.07e+09  6.43e-05  2.41e+03 
108000| 1.21e+03  6.17e-05  1.60e+03 -1.07e+09  6.43e-05  2.41e+03 
108250| 1.21e+03  6.07e-05  1.58e+03 -1.07e+09  6.43e-05  2.42e+03 
108500| 8.99e+07  6.74e+03  9.11e+05 -5.20e+08  6.43e-05  2.42e+03 
108750| 1.20e+03  6.07e-05  1.58e+03 -1.07e+09  6.43e-05  2.43e+03 
109000| 1.20e+03  6.10e-05  1.59e+03 -1.07e+09  6.43e-05  2.43e+03 
109250| 1.20e+03  6.07e-05  1.55e+03 -1.07e+09  6.43e-05  2.43e+03 
109500| 1.20e+03  6.07e-05  1.58e+03 -1.07e+09  6.43e-05  2.44e+03 
109750| 1.20e+03  6.01e-05  1.55e+03 -1.07e+09  6.43e-05  2.44e+03 
110000| 1.20e+03  6.03e-05  1.57e+03 -1.07e+09  6.43e-05  2.44e+03 
110250| 1.20e+03  6.01e-05  1.55e+03 -1.06e+09  6.43e-05  2.45e+03 
110500| 1.19e+03  5.98e-05  1.55e+03 -1.06e+09  6.43e-05  2.45e+03 
110750| 1.19e+03  5.97e-05  1.55e+03 -1.06e+09  6.43e-05  2.46e+03 
111000| 1.19e+03  5.91e-05  1.53e+03 -1.06e+09  6.43e-05  2.46e+03 
111250| 3.68e+04  3.35e+00  2.78e+04 -1.04e+09  6.43e-05  2.46e+03 
111500| 1.19e+03  5.95e-05  1.54e+03 -1.06e+09  6.43e-05  2.47e+03 
111750| 1.19e+03  5.91e-05  1.54e+03 -1.06e+09  6.43e-05  2.47e+03 
112000| 1.19e+03  5.91e-05  1.56e+03 -1.06e+09  6.43e-05  2.48e+03 
112250| 1.19e+03  5.87e-05  1.54e+03 -1.06e+09  6.43e-05  2.48e+03 
112500| 1.18e+03  5.88e-05  1.53e+03 -1.06e+09  6.43e-05  2.48e+03 
112750| 1.18e+03  5.83e-05  1.52e+03 -1.06e+09  6.43e-05  2.49e+03 
113000| 1.18e+03  5.85e-05  1.51e+03 -1.06e+09  6.43e-05  2.49e+03 
113250| 1.18e+03  5.87e-05  1.51e+03 -1.06e+09  6.43e-05  2.49e+03 
113500| 1.18e+03  5.84e-05  1.51e+03 -1.06e+09  6.43e-05  2.50e+03 
113750| 1.18e+03  5.81e-05  1.51e+03 -1.06e+09  6.43e-05  2.50e+03 
114000| 2.26e+03  2.07e-01  2.66e+03 -1.05e+09  6.43e-05  2.51e+03 
114250| 1.18e+03  5.78e-05  1.52e+03 -1.06e+09  6.43e-05  2.51e+03 
114500| 1.17e+03  5.73e-05  1.50e+03 -1.06e+09  6.43e-05  2.51e+03 
114750| 1.17e+03  5.74e-05  1.49e+03 -1.06e+09  6.43e-05  2.52e+03 
115000| 1.17e+03  5.71e-05  1.50e+03 -1.06e+09  6.43e-05  2.52e+03 
115250| 1.17e+03  5.75e-05  1.49e+03 -1.06e+09  6.43e-05  2.53e+03 
115500| 1.17e+03  5.70e-05  1.47e+03 -1.06e+09  6.43e-05  2.53e+03 
115750| 1.17e+03  5.75e-05  1.48e+03 -1.06e+09  6.43e-05  2.53e+03 
116000| 1.17e+03  5.64e-05  1.46e+03 -1.05e+09  6.43e-05  2.54e+03 
116250| 1.17e+03  5.65e-05  1.48e+03 -1.05e+09  6.43e-05  2.54e+03 
116500| 1.16e+03  5.65e-05  1.46e+03 -1.05e+09  6.43e-05  2.55e+03 
116750| 1.16e+03  8.74e-03  1.31e+04 -1.05e+09  6.43e-05  2.55e+03 
117000| 1.16e+03  5.67e-05  1.45e+03 -1.05e+09  6.43e-05  2.55e+03 
117250| 1.16e+03  5.64e-05  1.46e+03 -1.05e+09  6.43e-05  2.56e+03 
117500| 1.16e+03  5.61e-05  1.46e+03 -1.05e+09  6.43e-05  2.56e+03 
117750| 1.16e+03  5.60e-05  1.45e+03 -1.05e+09  6.43e-05  2.56e+03 
118000| 1.16e+03  5.57e-05  1.45e+03 -1.05e+09  6.43e-05  2.57e+03 
118250| 1.16e+03  5.55e-05  1.43e+03 -1.05e+09  6.43e-05  2.57e+03 
118500| 1.15e+03  5.57e-05  1.45e+03 -1.05e+09  6.43e-05  2.58e+03 
118750| 1.15e+03  5.58e-05  1.45e+03 -1.05e+09  6.43e-05  2.58e+03 
119000| 1.15e+03  5.53e-05  1.43e+03 -1.05e+09  6.43e-05  2.58e+03 
119250| 1.15e+03  5.55e-05  1.42e+03 -1.05e+09  6.43e-05  2.59e+03 
119500| 1.17e+03  3.85e-02  1.69e+03 -1.05e+09  6.43e-05  2.59e+03 
119750| 1.15e+03  5.55e-05  1.44e+03 -1.05e+09  6.43e-05  2.60e+03 
120000| 1.15e+03  5.51e-05  1.42e+03 -1.05e+09  6.43e-05  2.60e+03 
120250| 1.15e+03  5.43e-05  1.41e+03 -1.05e+09  6.43e-05  2.60e+03 
120500| 1.15e+03  5.48e-05  1.41e+03 -1.05e+09  6.43e-05  2.61e+03 
120750| 1.14e+03  5.44e-05  1.39e+03 -1.05e+09  6.43e-05  2.61e+03 
121000| 1.14e+03  5.47e-05  1.40e+03 -1.05e+09  6.43e-05  2.62e+03 
121250| 1.14e+03  5.42e-05  1.40e+03 -1.05e+09  6.43e-05  2.62e+03 
121500| 1.14e+03  5.44e-05  1.41e+03 -1.05e+09  6.43e-05  2.62e+03 
121750| 1.14e+03  5.36e-05  1.39e+03 -1.04e+09  6.43e-05  2.63e+03 
122000| 1.14e+03  5.35e-05  1.39e+03 -1.04e+09  6.43e-05  2.63e+03 
122250| 2.80e+03  2.58e-01  3.97e+03 -1.05e+09  6.43e-05  2.63e+03 
122500| 1.14e+03  5.36e-05  1.40e+03 -1.04e+09  6.43e-05  2.64e+03 
122750| 1.13e+03  5.34e-05  1.38e+03 -1.04e+09  6.43e-05  2.64e+03 
123000| 1.13e+03  5.40e-05  1.39e+03 -1.04e+09  6.43e-05  2.65e+03 
123250| 1.13e+03  5.34e-05  1.39e+03 -1.04e+09  6.43e-05  2.65e+03 
123500| 1.13e+03  5.36e-05  1.38e+03 -1.04e+09  6.43e-05  2.65e+03 
123750| 1.13e+03  5.29e-05  1.37e+03 -1.04e+09  6.43e-05  2.66e+03 
124000| 1.13e+03  5.31e-05  1.37e+03 -1.04e+09  6.43e-05  2.66e+03 
124250| 1.13e+03  5.30e-05  1.38e+03 -1.04e+09  6.43e-05  2.66e+03 
124500| 1.13e+03  5.24e-05  1.35e+03 -1.04e+09  6.43e-05  2.67e+03 
124750| 1.13e+03  5.30e-05  1.36e+03 -1.04e+09  6.43e-05  2.67e+03 
125000| 1.46e+05  1.33e+01  2.70e+04 -1.09e+09  6.43e-05  2.68e+03 
125250| 1.12e+03  5.20e-05  1.33e+03 -1.04e+09  6.43e-05  2.68e+03 
125500| 1.12e+03  5.22e-05  1.32e+03 -1.04e+09  6.43e-05  2.68e+03 
125750| 1.12e+03  5.19e-05  1.35e+03 -1.04e+09  6.43e-05  2.69e+03 
126000| 1.12e+03  5.22e-05  1.34e+03 -1.04e+09  6.43e-05  2.69e+03 
126250| 1.12e+03  5.16e-05  1.33e+03 -1.04e+09  6.43e-05  2.70e+03 
126500| 1.12e+03  5.19e-05  1.32e+03 -1.04e+09  6.43e-05  2.70e+03 
126750| 1.12e+03  5.14e-05  1.34e+03 -1.04e+09  6.43e-05  2.70e+03 
127000| 1.12e+03  5.17e-05  1.33e+03 -1.04e+09  6.43e-05  2.71e+03 
127250| 1.11e+03  5.15e-05  1.33e+03 -1.04e+09  6.43e-05  2.71e+03 
127500| 1.11e+03  5.12e-05  1.32e+03 -1.04e+09  6.43e-05  2.71e+03 
127750| 6.28e+05  5.71e+01  1.44e+04 -1.14e+09  6.43e-05  2.72e+03 
128000| 1.11e+03  5.13e-05  1.31e+03 -1.03e+09  6.43e-05  2.72e+03 
128250| 1.11e+03  5.11e-05  1.31e+03 -1.03e+09  6.43e-05  2.73e+03 
128500| 1.11e+03  5.09e-05  1.31e+03 -1.03e+09  6.43e-05  2.73e+03 
128750| 1.11e+03  5.11e-05  1.31e+03 -1.03e+09  6.43e-05  2.73e+03 
129000| 1.11e+03  5.08e-05  1.29e+03 -1.03e+09  6.43e-05  2.74e+03 
129250| 1.11e+03  5.03e-05  1.29e+03 -1.03e+09  6.43e-05  2.74e+03 
129500| 1.10e+03  5.04e-05  1.30e+03 -1.03e+09  6.43e-05  2.74e+03 
129750| 1.10e+03  5.04e-05  1.29e+03 -1.03e+09  6.43e-05  2.75e+03 
130000| 1.10e+03  5.00e-05  1.28e+03 -1.03e+09  6.43e-05  2.75e+03 
130250| 1.10e+03  5.03e-05  1.31e+03 -1.03e+09  6.43e-05  2.76e+03 
130500| 2.49e+05  2.27e+01  2.36e+04 -9.77e+08  6.43e-05  2.76e+03 
130750| 1.10e+03  5.03e-05  1.30e+03 -1.03e+09  6.43e-05  2.76e+03 
131000| 1.10e+03  4.96e-05  1.28e+03 -1.03e+09  6.43e-05  2.77e+03 
131250| 1.10e+03  4.98e-05  1.27e+03 -1.03e+09  6.43e-05  2.77e+03 
131500| 1.10e+03  4.95e-05  1.27e+03 -1.03e+09  6.43e-05  2.77e+03 
131750| 1.10e+03  5.00e-05  1.28e+03 -1.03e+09  6.43e-05  2.78e+03 
132000| 1.09e+03  4.96e-05  1.27e+03 -1.03e+09  6.43e-05  2.78e+03 
132250| 1.09e+03  4.95e-05  1.29e+03 -1.03e+09  6.43e-05  2.79e+03 
132500| 1.09e+03  4.96e-05  1.28e+03 -1.03e+09  6.43e-05  2.79e+03 
132750| 1.09e+03  4.94e-05  1.25e+03 -1.03e+09  6.43e-05  2.79e+03 
133000| 1.09e+03  4.93e-05  1.26e+03 -1.03e+09  6.43e-05  2.80e+03 
133250| 8.06e+03  7.31e-01  1.03e+05 -1.02e+09  6.43e-05  2.80e+03 
133500| 1.09e+03  4.90e-05  1.26e+03 -1.03e+09  6.43e-05  2.80e+03 
133750| 1.09e+03  4.89e-05  1.25e+03 -1.03e+09  6.43e-05  2.81e+03 
134000| 1.09e+03  4.87e-05  1.24e+03 -1.03e+09  6.43e-05  2.81e+03 
134250| 1.08e+03  4.82e-05  1.24e+03 -1.03e+09  6.43e-05  2.82e+03 
134500| 1.08e+03  4.89e-05  1.24e+03 -1.02e+09  6.43e-05  2.82e+03 
134750| 1.08e+03  4.84e-05  1.25e+03 -1.02e+09  6.43e-05  2.82e+03 
135000| 1.08e+03  4.80e-05  1.21e+03 -1.02e+09  6.43e-05  2.83e+03 
135250| 1.08e+03  4.81e-05  1.23e+03 -1.02e+09  6.43e-05  2.83e+03 
135500| 1.08e+03  4.83e-05  1.24e+03 -1.02e+09  6.43e-05  2.83e+03 
135750| 1.08e+03  4.78e-05  1.22e+03 -1.02e+09  6.43e-05  2.84e+03 
136000| 5.87e+06  5.33e+02  8.01e+04 -1.22e+09  6.43e-05  2.84e+03 
136250| 1.08e+03  4.80e-05  1.22e+03 -1.02e+09  6.43e-05  2.85e+03 
136500| 1.08e+03  4.79e-05  1.22e+03 -1.02e+09  6.43e-05  2.85e+03 
136750| 1.07e+03  4.77e-05  1.22e+03 -1.02e+09  6.43e-05  2.85e+03 
137000| 1.07e+03  4.79e-05  1.22e+03 -1.02e+09  6.43e-05  2.86e+03 
137250| 1.07e+03  4.76e-05  1.19e+03 -1.02e+09  6.43e-05  2.86e+03 
