210250| 1.43e+07  1.19e+03  4.00e+02 -7.55e+08  6.43e-05  3.98e+03 
210500| 8.35e+02  2.64e-05  6.13e+02 -9.32e+08  6.43e-05  3.98e+03 
210750| 8.34e+02  2.65e-05  6.12e+02 -9.32e+08  6.43e-05  3.98e+03 
211000| 8.33e+02  2.67e-05  6.24e+02 -9.32e+08  6.43e-05  3.99e+03 
211250| 8.33e+02  2.60e-05  6.09e+02 -9.31e+08  6.43e-05  3.99e+03 
211500| 8.32e+02  2.58e-05  5.96e+02 -9.31e+08  6.43e-05  3.99e+03 
211750| 8.32e+02  2.69e-05  5.83e+02 -9.31e+08  6.43e-05  4.00e+03 
212000| 8.31e+02  2.58e-05  5.83e+02 -9.31e+08  6.43e-05  4.00e+03 
212250| 8.30e+02  2.62e-05  5.99e+02 -9.30e+08  6.43e-05  4.01e+03 
212500| 8.30e+02  2.55e-05  5.95e+02 -9.30e+08  6.43e-05  4.01e+03 
212750| 8.29e+02  2.53e-05  5.77e+02 -9.30e+08  6.43e-05  4.01e+03 
213000| 8.25e+02  1.09e-02  1.32e+04 -9.29e+08  6.43e-05  4.02e+03 
213250| 8.28e+02  2.59e-05  5.85e+02 -9.29e+08  6.43e-05  4.02e+03 
213500| 8.27e+02  2.51e-05  5.91e+02 -9.29e+08  6.43e-05  4.03e+03 
213750| 8.26e+02  2.53e-05  5.93e+02 -9.29e+08  6.43e-05  4.03e+03 
214000| 8.26e+02  2.61e-05  5.87e+02 -9.29e+08  6.43e-05  4.03e+03 
214250| 8.25e+02  2.50e-05  5.82e+02 -9.28e+08  6.43e-05  4.04e+03 
214500| 8.25e+02  2.53e-05  5.79e+02 -9.28e+08  6.43e-05  4.04e+03 
214750| 8.24e+02  2.57e-05  5.87e+02 -9.28e+08  6.43e-05  4.04e+03 
215000| 8.23e+02  2.56e-05  5.68e+02 -9.28e+08  6.43e-05  4.05e+03 
215250| 8.23e+02  2.50e-05  5.60e+02 -9.27e+08  6.43e-05  4.05e+03 
215500| 8.22e+02  2.52e-05  5.76e+02 -9.27e+08  6.43e-05  4.06e+03 
215750| 7.08e+05  6.44e+01  2.40e+05 -8.67e+08  6.43e-05  4.06e+03 
216000| 8.21e+02  2.45e-05  5.62e+02 -9.27e+08  6.43e-05  4.06e+03 
216250| 8.20e+02  2.48e-05  5.85e+02 -9.27e+08  6.43e-05  4.07e+03 
216500| 8.20e+02  2.52e-05  5.84e+02 -9.26e+08  6.43e-05  4.07e+03 
216750| 8.19e+02  2.50e-05  5.74e+02 -9.26e+08  6.43e-05  4.07e+03 
217000| 8.18e+02  2.47e-05  5.63e+02 -9.26e+08  6.43e-05  4.08e+03 
217250| 8.18e+02  2.50e-05  5.70e+02 -9.26e+08  6.43e-05  4.08e+03 
217500| 8.17e+02  2.48e-05  5.65e+02 -9.25e+08  6.43e-05  4.09e+03 
217750| 8.16e+02  2.43e-05  5.61e+02 -9.25e+08  6.43e-05  4.09e+03 
218000| 8.16e+02  2.47e-05  5.68e+02 -9.25e+08  6.43e-05  4.09e+03 
218250| 8.15e+02  2.44e-05  5.60e+02 -9.25e+08  6.43e-05  4.10e+03 
218500| 8.21e+02  2.25e-02  3.10e+03 -9.26e+08  6.43e-05  4.10e+03 
218750| 8.14e+02  2.43e-05  5.56e+02 -9.24e+08  6.43e-05  4.10e+03 
219000| 8.13e+02  2.44e-05  5.52e+02 -9.24e+08  6.43e-05  4.11e+03 
219250| 8.13e+02  2.43e-05  5.50e+02 -9.24e+08  6.43e-05  4.11e+03 
219500| 8.12e+02  2.46e-05  5.56e+02 -9.23e+08  6.43e-05  4.12e+03 
219750| 8.12e+02  2.45e-05  5.49e+02 -9.23e+08  6.43e-05  4.12e+03 
220000| 8.11e+02  2.42e-05  5.49e+02 -9.23e+08  6.43e-05  4.12e+03 
220250| 8.10e+02  2.42e-05  5.56e+02 -9.23e+08  6.43e-05  4.13e+03 
220500| 8.10e+02  2.42e-05  5.45e+02 -9.23e+08  6.43e-05  4.13e+03 
220750| 8.09e+02  2.41e-05  5.50e+02 -9.22e+08  6.43e-05  4.14e+03 
221000| 8.08e+02  2.39e-05  5.45e+02 -9.22e+08  6.43e-05  4.14e+03 
221250| 6.77e+03  6.14e-01  7.23e+03 -9.29e+08  6.43e-05  4.14e+03 
221500| 8.07e+02  2.40e-05  5.43e+02 -9.22e+08  6.43e-05  4.15e+03 
221750| 8.07e+02  2.37e-05  5.47e+02 -9.21e+08  6.43e-05  4.15e+03 
222000| 8.06e+02  2.40e-05  5.51e+02 -9.21e+08  6.43e-05  4.15e+03 
222250| 8.05e+02  2.36e-05  5.47e+02 -9.21e+08  6.43e-05  4.16e+03 
222500| 8.05e+02  2.36e-05  5.32e+02 -9.21e+08  6.43e-05  4.16e+03 
222750| 8.04e+02  2.35e-05  5.37e+02 -9.20e+08  6.43e-05  4.17e+03 
223000| 8.04e+02  2.36e-05  5.38e+02 -9.20e+08  6.43e-05  4.17e+03 
223250| 8.03e+02  2.36e-05  5.33e+02 -9.20e+08  6.43e-05  4.17e+03 
223500| 8.02e+02  2.33e-05  5.13e+02 -9.20e+08  6.43e-05  4.18e+03 
223750| 8.02e+02  2.33e-05  5.28e+02 -9.20e+08  6.43e-05  4.18e+03 
224000| 8.02e+02  2.63e-04  2.87e+03 -9.19e+08  6.43e-05  4.18e+03 
224250| 8.01e+02  2.33e-05  5.35e+02 -9.19e+08  6.43e-05  4.19e+03 
224500| 8.00e+02  2.32e-05  5.27e+02 -9.19e+08  6.43e-05  4.19e+03 
224750| 7.99e+02  2.33e-05  5.24e+02 -9.19e+08  6.43e-05  4.20e+03 
225000| 7.99e+02  2.28e-05  5.21e+02 -9.18e+08  6.43e-05  4.20e+03 
225250| 7.98e+02  2.26e-05  5.02e+02 -9.18e+08  6.43e-05  4.20e+03 
225500| 7.98e+02  2.32e-05  5.18e+02 -9.18e+08  6.43e-05  4.21e+03 
225750| 7.97e+02  2.35e-05  5.15e+02 -9.18e+08  6.43e-05  4.21e+03 
226000| 7.96e+02  2.29e-05  5.26e+02 -9.17e+08  6.43e-05  4.21e+03 
226250| 7.96e+02  2.28e-05  5.04e+02 -9.17e+08  6.43e-05  4.22e+03 
226500| 7.95e+02  2.28e-05  5.17e+02 -9.17e+08  6.43e-05  4.22e+03 
226750| 8.01e+02  6.14e-02  2.52e+04 -9.14e+08  6.43e-05  4.23e+03 
227000| 7.94e+02  2.31e-05  5.26e+02 -9.17e+08  6.43e-05  4.23e+03 
227250| 7.93e+02  2.29e-05  5.17e+02 -9.16e+08  6.43e-05  4.23e+03 
227500| 7.93e+02  2.27e-05  5.16e+02 -9.16e+08  6.43e-05  4.24e+03 
227750| 7.92e+02  2.22e-05  5.07e+02 -9.16e+08  6.43e-05  4.24e+03 
228000| 7.92e+02  2.27e-05  5.13e+02 -9.16e+08  6.43e-05  4.24e+03 
228250| 7.91e+02  2.27e-05  5.11e+02 -9.15e+08  6.43e-05  4.25e+03 
228500| 7.91e+02  2.27e-05  5.05e+02 -9.15e+08  6.43e-05  4.25e+03 
228750| 7.90e+02  2.26e-05  4.96e+02 -9.15e+08  6.43e-05  4.26e+03 
229000| 7.89e+02  2.22e-05  4.94e+02 -9.15e+08  6.43e-05  4.26e+03 
229250| 7.89e+02  2.22e-05  5.02e+02 -9.15e+08  6.43e-05  4.26e+03 
229500| 5.80e+05  5.28e+01  3.50e+04 -8.63e+08  6.43e-05  4.27e+03 
229750| 7.88e+02  2.23e-05  5.08e+02 -9.14e+08  6.43e-05  4.27e+03 
230000| 7.87e+02  2.16e-05  4.91e+02 -9.14e+08  6.43e-05  4.27e+03 
230250| 7.86e+02  2.24e-05  5.08e+02 -9.14e+08  6.43e-05  4.28e+03 
230500| 7.86e+02  2.23e-05  4.81e+02 -9.13e+08  6.43e-05  4.28e+03 
230750| 7.85e+02  2.21e-05  5.00e+02 -9.13e+08  6.43e-05  4.29e+03 
231000| 7.85e+02  2.19e-05  4.86e+02 -9.13e+08  6.43e-05  4.29e+03 
231250| 7.84e+02  2.18e-05  4.79e+02 -9.13e+08  6.43e-05  4.29e+03 
231500| 7.84e+02  2.19e-05  4.94e+02 -9.13e+08  6.43e-05  4.30e+03 
231750| 7.83e+02  2.22e-05  4.94e+02 -9.12e+08  6.43e-05  4.30e+03 
232000| 7.82e+02  2.17e-05  4.82e+02 -9.12e+08  6.43e-05  4.30e+03 
232250| 1.12e+05  1.02e+01  2.84e+04 -8.86e+08  6.43e-05  4.31e+03 
232500| 7.81e+02  2.16e-05  4.90e+02 -9.12e+08  6.43e-05  4.31e+03 
232750| 7.81e+02  2.22e-05  4.90e+02 -9.11e+08  6.43e-05  4.32e+03 
233000| 7.80e+02  2.17e-05  4.75e+02 -9.11e+08  6.43e-05  4.32e+03 
233250| 7.80e+02  2.16e-05  4.94e+02 -9.11e+08  6.43e-05  4.32e+03 
233500| 7.79e+02  2.14e-05  4.79e+02 -9.11e+08  6.43e-05  4.33e+03 
233750| 7.78e+02  2.15e-05  4.82e+02 -9.11e+08  6.43e-05  4.33e+03 
234000| 7.78e+02  2.12e-05  4.69e+02 -9.10e+08  6.43e-05  4.33e+03 
234250| 7.77e+02  2.10e-05  4.57e+02 -9.10e+08  6.43e-05  4.34e+03 
234500| 7.77e+02  2.13e-05  4.71e+02 -9.10e+08  6.43e-05  4.34e+03 
234750| 7.76e+02  2.15e-05  4.73e+02 -9.10e+08  6.43e-05  4.35e+03 
235000| 4.36e+03  4.02e-01  4.54e+03 -9.15e+08  6.43e-05  4.35e+03 
235250| 7.75e+02  2.14e-05  4.67e+02 -9.09e+08  6.43e-05  4.35e+03 
235500| 7.75e+02  2.12e-05  4.78e+02 -9.09e+08  6.43e-05  4.36e+03 
235750| 7.74e+02  2.08e-05  4.54e+02 -9.09e+08  6.43e-05  4.36e+03 
236000| 7.73e+02  2.14e-05  4.79e+02 -9.09e+08  6.43e-05  4.36e+03 
236250| 7.73e+02  2.12e-05  4.65e+02 -9.08e+08  6.43e-05  4.37e+03 
236500| 7.72e+02  2.14e-05  4.71e+02 -9.08e+08  6.43e-05  4.37e+03 
236750| 7.72e+02  2.06e-05  4.49e+02 -9.08e+08  6.43e-05  4.38e+03 
237000| 7.71e+02  2.08e-05  4.59e+02 -9.08e+08  6.43e-05  4.38e+03 
237250| 7.71e+02  2.07e-05  4.55e+02 -9.08e+08  6.43e-05  4.38e+03 
237500| 7.70e+02  2.07e-05  4.55e+02 -9.07e+08  6.43e-05  4.39e+03 
237750| 1.85e+05  1.68e+01  1.01e+04 -9.44e+08  6.43e-05  4.39e+03 
238000| 7.69e+02  2.09e-05  4.70e+02 -9.07e+08  6.43e-05  4.39e+03 
238250| 7.68e+02  2.07e-05  4.58e+02 -9.07e+08  6.43e-05  4.40e+03 
238500| 7.68e+02  2.04e-05  4.48e+02 -9.07e+08  6.43e-05  4.40e+03 
238750| 7.67e+02  2.06e-05  4.38e+02 -9.06e+08  6.43e-05  4.40e+03 
239000| 7.67e+02  2.07e-05  4.54e+02 -9.06e+08  6.43e-05  4.41e+03 
239250| 7.66e+02  2.07e-05  4.59e+02 -9.06e+08  6.43e-05  4.41e+03 
239500| 7.66e+02  2.08e-05  4.57e+02 -9.06e+08  6.43e-05  4.42e+03 
239750| 7.65e+02  2.06e-05  4.48e+02 -9.05e+08  6.43e-05  4.42e+03 
240000| 7.65e+02  2.06e-05  4.52e+02 -9.05e+08  6.43e-05  4.42e+03 
240250| 7.64e+02  2.02e-05  4.37e+02 -9.05e+08  6.43e-05  4.43e+03 
240500| 4.60e+06  4.18e+02  2.44e+04 -8.03e+08  6.43e-05  4.43e+03 
240750| 7.63e+02  2.04e-05  4.52e+02 -9.05e+08  6.43e-05  4.43e+03 
241000| 7.62e+02  2.07e-05  4.56e+02 -9.04e+08  6.43e-05  4.44e+03 
241250| 7.62e+02  1.98e-05  4.29e+02 -9.04e+08  6.43e-05  4.44e+03 
241500| 7.61e+02  2.04e-05  4.49e+02 -9.04e+08  6.43e-05  4.45e+03 
241750| 7.61e+02  1.97e-05  4.30e+02 -9.04e+08  6.43e-05  4.45e+03 
242000| 7.60e+02  1.99e-05  4.33e+02 -9.04e+08  6.43e-05  4.45e+03 
242250| 7.60e+02  2.01e-05  4.30e+02 -9.03e+08  6.43e-05  4.46e+03 
242500| 7.59e+02  1.97e-05  4.31e+02 -9.03e+08  6.43e-05  4.46e+03 
242750| 7.58e+02  2.01e-05  4.41e+02 -9.03e+08  6.43e-05  4.46e+03 
243000| 7.58e+02  1.98e-05  4.38e+02 -9.03e+08  6.43e-05  4.47e+03 
243250| 7.64e+02  2.23e-02  2.43e+03 -9.03e+08  6.43e-05  4.47e+03 
243500| 7.57e+02  1.94e-05  4.22e+02 -9.02e+08  6.43e-05  4.47e+03 
243750| 7.56e+02  1.96e-05  4.26e+02 -9.02e+08  6.43e-05  4.48e+03 
244000| 7.56e+02  1.97e-05  4.29e+02 -9.02e+08  6.43e-05  4.48e+03 
244250| 7.55e+02  2.00e-05  4.26e+02 -9.02e+08  6.43e-05  4.49e+03 
244500| 7.55e+02  1.96e-05  4.28e+02 -9.01e+08  6.43e-05  4.49e+03 
244750| 7.54e+02  1.99e-05  4.26e+02 -9.01e+08  6.43e-05  4.49e+03 
245000| 7.54e+02  1.94e-05  4.18e+02 -9.01e+08  6.43e-05  4.50e+03 
245250| 7.53e+02  1.93e-05  4.09e+02 -9.01e+08  6.43e-05  4.50e+03 
245500| 7.53e+02  1.96e-05  4.18e+02 -9.01e+08  6.43e-05  4.50e+03 
245750| 7.52e+02  1.97e-05  4.34e+02 -9.00e+08  6.43e-05  4.51e+03 
246000| 1.06e+06  9.64e+01  1.05e+03 -9.63e+08  6.43e-05  4.51e+03 
246250| 7.51e+02  1.98e-05  4.32e+02 -9.00e+08  6.43e-05  4.51e+03 
246500| 7.50e+02  1.92e-05  4.20e+02 -9.00e+08  6.43e-05  4.52e+03 
246750| 7.50e+02  1.96e-05  4.27e+02 -9.00e+08  6.43e-05  4.52e+03 
247000| 7.49e+02  1.93e-05  4.11e+02 -8.99e+08  6.43e-05  4.53e+03 
247250| 7.49e+02  1.91e-05  4.11e+02 -8.99e+08  6.43e-05  4.53e+03 
247500| 7.48e+02  1.92e-05  4.07e+02 -8.99e+08  6.43e-05  4.53e+03 
247750| 7.48e+02  1.93e-05  4.14e+02 -8.99e+08  6.43e-05  4.54e+03 
248000| 7.47e+02  1.94e-05  4.14e+02 -8.99e+08  6.43e-05  4.54e+03 
248250| 7.47e+02  1.93e-05  4.20e+02 -8.98e+08  6.43e-05  4.55e+03 
248500| 7.46e+02  1.89e-05  3.94e+02 -8.98e+08  6.43e-05  4.55e+03 
248750| 9.72e+05  8.84e+01  1.02e+04 -8.39e+08  6.43e-05  4.55e+03 
249000| 7.45e+02  1.94e-05  4.12e+02 -8.98e+08  6.43e-05  4.56e+03 
249250| 7.45e+02  1.89e-05  4.13e+02 -8.98e+08  6.43e-05  4.56e+03 
249500| 7.44e+02  1.90e-05  4.04e+02 -8.97e+08  6.43e-05  4.56e+03 
249750| 7.44e+02  1.88e-05  3.94e+02 -8.97e+08  6.43e-05  4.57e+03 
250000| 7.43e+02  1.84e-05  3.98e+02 -8.97e+08  6.43e-05  4.57e+03 
250250| 7.43e+02  1.87e-05  3.99e+02 -8.97e+08  6.43e-05  4.58e+03 
250500| 7.42e+02  1.90e-05  4.07e+02 -8.97e+08  6.43e-05  4.58e+03 
250750| 7.42e+02  1.89e-05  4.03e+02 -8.96e+08  6.43e-05  4.58e+03 
251000| 7.41e+02  1.88e-05  3.93e+02 -8.96e+08  6.43e-05  4.59e+03 
251250| 7.40e+02  1.86e-05  4.02e+02 -8.96e+08  6.43e-05  4.59e+03 
251500| 7.28e+05  6.62e+01  7.49e+03 -8.44e+08  6.43e-05  4.59e+03 
251750| 7.39e+02  1.86e-05  3.88e+02 -8.96e+08  6.43e-05  4.60e+03 
252000| 7.39e+02  1.83e-05  3.81e+02 -8.95e+08  6.43e-05  4.60e+03 
252250| 7.38e+02  1.85e-05  3.87e+02 -8.95e+08  6.43e-05  4.61e+03 
252500| 7.38e+02  1.83e-05  4.04e+02 -8.95e+08  6.43e-05  4.61e+03 
252750| 7.37e+02  1.84e-05  3.95e+02 -8.95e+08  6.43e-05  4.61e+03 
253000| 7.37e+02  1.83e-05  4.02e+02 -8.95e+08  6.43e-05  4.62e+03 
253250| 7.36e+02  1.82e-05  3.96e+02 -8.94e+08  6.43e-05  4.62e+03 
253500| 7.36e+02  1.83e-05  3.91e+02 -8.94e+08  6.43e-05  4.63e+03 
253750| 7.35e+02  1.82e-05  3.75e+02 -8.94e+08  6.43e-05  4.63e+03 
254000| 7.35e+02  1.80e-05  3.81e+02 -8.94e+08  6.43e-05  4.63e+03 
254250| 3.25e+07  2.96e+03  1.43e+05 -1.14e+09  6.43e-05  4.64e+03 
254500| 7.34e+02  1.80e-05  3.82e+02 -8.93e+08  6.43e-05  4.64e+03 
254750| 7.33e+02  1.82e-05  3.78e+02 -8.93e+08  6.43e-05  4.65e+03 
255000| 7.33e+02  1.80e-05  3.84e+02 -8.93e+08  6.43e-05  4.65e+03 
255250| 7.32e+02  1.76e-05  3.72e+02 -8.93e+08  6.43e-05  4.65e+03 
255500| 7.32e+02  1.78e-05  3.81e+02 -8.93e+08  6.43e-05  4.66e+03 
255750| 7.31e+02  1.77e-05  3.65e+02 -8.92e+08  6.43e-05  4.66e+03 
256000| 7.31e+02  1.80e-05  3.72e+02 -8.92e+08  6.43e-05  4.66e+03 
256250| 7.30e+02  1.76e-05  3.73e+02 -8.92e+08  6.43e-05  4.67e+03 
256500| 7.30e+02  1.78e-05  3.68e+02 -8.92e+08  6.43e-05  4.67e+03 
256750| 7.29e+02  1.78e-05  3.79e+02 -8.92e+08  6.43e-05  4.68e+03 
257000| 7.00e+06  6.36e+02  4.50e+04 -1.00e+09  6.43e-05  4.68e+03 
257250| 7.28e+02  1.80e-05  3.79e+02 -8.91e+08  6.43e-05  4.68e+03 
257500| 7.28e+02  1.76e-05  3.57e+02 -8.91e+08  6.43e-05  4.69e+03 
257750| 7.27e+02  1.74e-05  3.55e+02 -8.91e+08  6.43e-05  4.69e+03 
258000| 7.27e+02  1.72e-05  3.58e+02 -8.91e+08  6.43e-05  4.70e+03 
258250| 7.26e+02  1.70e-05  3.53e+02 -8.90e+08  6.43e-05  4.70e+03 
258500| 7.26e+02  1.76e-05  3.70e+02 -8.90e+08  6.43e-05  4.70e+03 
258750| 7.25e+02  1.73e-05  3.58e+02 -8.90e+08  6.43e-05  4.71e+03 
259000| 7.25e+02  1.75e-05  3.64e+02 -8.90e+08  6.43e-05  4.71e+03 
259250| 7.24e+02  1.73e-05  3.68e+02 -8.90e+08  6.43e-05  4.71e+03 
259500| 7.24e+02  1.73e-05  3.54e+02 -8.90e+08  6.43e-05  4.72e+03 
259750| 5.69e+03  5.22e-01  2.30e+04 -8.94e+08  6.43e-05  4.72e+03 
260000| 7.23e+02  1.71e-05  3.51e+02 -8.89e+08  6.43e-05  4.73e+03 
260250| 7.22e+02  1.74e-05  3.66e+02 -8.89e+08  6.43e-05  4.73e+03 
260500| 7.22e+02  1.72e-05  3.57e+02 -8.89e+08  6.43e-05  4.73e+03 
260750| 7.21e+02  1.70e-05  3.54e+02 -8.89e+08  6.43e-05  4.74e+03 
261000| 7.21e+02  1.70e-05  3.55e+02 -8.88e+08  6.43e-05  4.74e+03 
261250| 7.20e+02  1.68e-05  3.42e+02 -8.88e+08  6.43e-05  4.75e+03 
261500| 7.20e+02  1.69e-05  3.57e+02 -8.88e+08  6.43e-05  4.75e+03 
261750| 7.19e+02  1.70e-05  3.49e+02 -8.88e+08  6.43e-05  4.75e+03 
262000| 7.19e+02  1.67e-05  3.42e+02 -8.88e+08  6.43e-05  4.76e+03 
262250| 7.18e+02  1.69e-05  3.47e+02 -8.87e+08  6.43e-05  4.76e+03 
262500| 3.23e+06  2.93e+02  1.28e+03 -8.00e+08  6.43e-05  4.76e+03 
262750| 7.17e+02  1.69e-05  3.52e+02 -8.87e+08  6.43e-05  4.77e+03 
263000| 7.17e+02  1.66e-05  3.43e+02 -8.87e+08  6.43e-05  4.77e+03 
263250| 7.16e+02  1.65e-05  3.36e+02 -8.87e+08  6.43e-05  4.78e+03 
263500| 7.16e+02  1.68e-05  3.60e+02 -8.86e+08  6.43e-05  4.78e+03 
263750| 7.15e+02  1.69e-05  3.39e+02 -8.86e+08  6.43e-05  4.78e+03 
264000| 7.15e+02  1.65e-05  3.40e+02 -8.86e+08  6.43e-05  4.79e+03 
264250| 7.14e+02  1.64e-05  3.41e+02 -8.86e+08  6.43e-05  4.79e+03 
264500| 7.14e+02  1.67e-05  3.43e+02 -8.86e+08  6.43e-05  4.80e+03 
264750| 7.13e+02  1.65e-05  3.36e+02 -8.86e+08  6.43e-05  4.80e+03 
265000| 7.13e+02  1.66e-05  3.45e+02 -8.85e+08  6.43e-05  4.80e+03 
265250| 8.83e+06  8.02e+02  3.53e+02 -7.52e+08  6.43e-05  4.81e+03 
265500| 7.12e+02  1.63e-05  3.36e+02 -8.85e+08  6.43e-05  4.81e+03 
265750| 7.11e+02  1.64e-05  3.42e+02 -8.85e+08  6.43e-05  4.82e+03 
266000| 7.11e+02  1.63e-05  3.44e+02 -8.85e+08  6.43e-05  4.82e+03 
266250| 7.11e+02  1.64e-05  3.40e+02 -8.84e+08  6.43e-05  4.82e+03 
266500| 7.10e+02  1.62e-05  3.24e+02 -8.84e+08  6.43e-05  4.83e+03 
266750| 7.10e+02  1.60e-05  3.22e+02 -8.84e+08  6.43e-05  4.83e+03 
267000| 7.09e+02  1.58e-05  3.27e+02 -8.84e+08  6.43e-05  4.83e+03 
267250| 7.09e+02  1.61e-05  3.36e+02 -8.84e+08  6.43e-05  4.84e+03 
267500| 7.08e+02  1.61e-05  3.32e+02 -8.83e+08  6.43e-05  4.84e+03 
267750| 7.08e+02  1.56e-05  3.19e+02 -8.83e+08  6.43e-05  4.85e+03 
268000| 2.12e+06  1.93e+02  6.68e+03 -8.08e+08  6.43e-05  4.85e+03 
268250| 7.07e+02  1.63e-05  3.33e+02 -8.83e+08  6.43e-05  4.85e+03 
268500| 7.06e+02  1.56e-05  3.32e+02 -8.83e+08  6.43e-05  4.86e+03 
268750| 7.06e+02  1.59e-05  3.02e+02 -8.83e+08  6.43e-05  4.86e+03 
269000| 7.05e+02  1.59e-05  3.27e+02 -8.82e+08  6.43e-05  4.87e+03 
269250| 7.05e+02  1.58e-05  3.18e+02 -8.82e+08  6.43e-05  4.87e+03 
269500| 7.04e+02  1.56e-05  3.15e+02 -8.82e+08  6.43e-05  4.87e+03 
269750| 7.04e+02  1.60e-05  3.22e+02 -8.82e+08  6.43e-05  4.88e+03 
270000| 7.03e+02  1.60e-05  3.12e+02 -8.82e+08  6.43e-05  4.88e+03 
270250| 7.03e+02  1.58e-05  3.19e+02 -8.81e+08  6.43e-05  4.88e+03 
270500| 7.02e+02  1.58e-05  3.18e+02 -8.81e+08  6.43e-05  4.89e+03 
270750| 4.36e+05  3.97e+01  1.39e+04 -8.40e+08  6.43e-05  4.89e+03 
271000| 7.01e+02  1.53e-05  3.18e+02 -8.81e+08  6.43e-05  4.90e+03 
271250| 7.01e+02  1.55e-05  2.98e+02 -8.81e+08  6.43e-05  4.90e+03 
271500| 7.01e+02  1.57e-05  3.20e+02 -8.81e+08  6.43e-05  4.90e+03 
271750| 7.00e+02  1.56e-05  3.15e+02 -8.80e+08  6.43e-05  4.91e+03 
272000| 7.00e+02  1.54e-05  3.04e+02 -8.80e+08  6.43e-05  4.91e+03 
272250| 6.99e+02  1.55e-05  3.15e+02 -8.80e+08  6.43e-05  4.92e+03 
272500| 6.99e+02  1.54e-05  3.11e+02 -8.80e+08  6.43e-05  4.92e+03 
272750| 6.98e+02  1.54e-05  2.90e+02 -8.80e+08  6.43e-05  4.92e+03 
273000| 6.98e+02  1.50e-05  2.97e+02 -8.79e+08  6.43e-05  4.93e+03 
273250| 6.97e+02  1.54e-05  3.16e+02 -8.79e+08  6.43e-05  4.93e+03 
273500| 9.36e+04  8.50e+00  2.22e+04 -8.58e+08  6.43e-05  4.93e+03 
273750| 6.96e+02  1.53e-05  3.08e+02 -8.79e+08  6.43e-05  4.94e+03 
274000| 6.96e+02  1.52e-05  2.93e+02 -8.79e+08  6.43e-05  4.94e+03 
274250| 6.95e+02  1.52e-05  3.04e+02 -8.79e+08  6.43e-05  4.95e+03 
274500| 6.95e+02  1.55e-05  3.09e+02 -8.78e+08  6.43e-05  4.95e+03 
274750| 6.94e+02  1.51e-05  3.08e+02 -8.78e+08  6.43e-05  4.95e+03 
275000| 6.94e+02  1.53e-05  3.04e+02 -8.78e+08  6.43e-05  4.96e+03 
275250| 6.94e+02  1.47e-05  2.98e+02 -8.78e+08  6.43e-05  4.96e+03 
275500| 6.93e+02  1.48e-05  2.89e+02 -8.78e+08  6.43e-05  4.97e+03 
275750| 6.93e+02  1.51e-05  3.03e+02 -8.77e+08  6.43e-05  4.97e+03 
276000| 6.92e+02  1.50e-05  3.00e+02 -8.77e+08  6.43e-05  4.97e+03 
276250| 2.51e+06  2.29e+02  1.61e+04 -7.97e+08  6.43e-05  4.98e+03 
276500| 6.91e+02  1.44e-05  2.94e+02 -8.77e+08  6.43e-05  4.98e+03 
276750| 6.91e+02  1.47e-05  2.89e+02 -8.77e+08  6.43e-05  4.98e+03 
277000| 6.90e+02  1.46e-05  2.86e+02 -8.77e+08  6.43e-05  4.99e+03 
277250| 6.90e+02  1.51e-05  2.98e+02 -8.76e+08  6.43e-05  4.99e+03 
277500| 6.89e+02  1.51e-05  2.95e+02 -8.76e+08  6.43e-05  5.00e+03 
277750| 6.89e+02  1.45e-05  2.76e+02 -8.76e+08  6.43e-05  5.00e+03 
278000| 6.89e+02  1.46e-05  2.91e+02 -8.76e+08  6.43e-05  5.00e+03 
278250| 6.88e+02  1.41e-05  2.75e+02 -8.76e+08  6.43e-05  5.01e+03 
278500| 6.88e+02  1.46e-05  2.68e+02 -8.75e+08  6.43e-05  5.01e+03 
278750| 6.87e+02  1.49e-05  2.87e+02 -8.75e+08  6.43e-05  5.02e+03 
279000| 4.37e+05  3.97e+01  1.21e+04 -8.34e+08  6.43e-05  5.02e+03 
279250| 6.86e+02  1.46e-05  2.80e+02 -8.75e+08  6.43e-05  5.02e+03 
279500| 6.86e+02  1.44e-05  2.94e+02 -8.75e+08  6.43e-05  5.03e+03 
279750| 6.85e+02  1.41e-05  2.71e+02 -8.75e+08  6.43e-05  5.03e+03 
280000| 6.85e+02  1.43e-05  2.69e+02 -8.74e+08  6.43e-05  5.04e+03 
280250| 6.84e+02  1.43e-05  2.60e+02 -8.74e+08  6.43e-05  5.04e+03 
280500| 6.84e+02  1.41e-05  2.74e+02 -8.74e+08  6.43e-05  5.04e+03 
280750| 6.84e+02  1.44e-05  2.77e+02 -8.74e+08  6.43e-05  5.05e+03 
281000| 6.83e+02  1.41e-05  2.65e+02 -8.74e+08  6.43e-05  5.05e+03 
281250| 6.83e+02  1.41e-05  2.82e+02 -8.74e+08  6.43e-05  5.05e+03 
281500| 6.82e+02  1.42e-05  2.76e+02 -8.73e+08  6.43e-05  5.06e+03 
281750| 7.17e+05  6.52e+01  1.16e+04 -8.23e+08  6.43e-05  5.06e+03 
282000| 6.81e+02  1.42e-05  2.71e+02 -8.73e+08  6.43e-05  5.07e+03 
282250| 6.81e+02  1.42e-05  2.75e+02 -8.73e+08  6.43e-05  5.07e+03 
282500| 6.80e+02  1.42e-05  2.82e+02 -8.73e+08  6.43e-05  5.07e+03 
282750| 6.80e+02  1.39e-05  2.67e+02 -8.73e+08  6.43e-05  5.08e+03 
